cluster_label,count,mean_silhouette,median_silhouette,std_silhouette,min_silhouette,p10_silhouette,p90_silhouette
1,1773,0.32240784711916104,0.3390057890331541,0.08404030974756548,0.07978479219590984,0.19438297834778367,0.41749329722948286
2,367,0.10926401101354279,0.11932734422206082,0.10401996044092665,-0.10637098722378056,-0.03887780863500709,0.2453710021648756
3,438,0.005117933673027536,0.010216430693553893,0.0884664080566879,-0.23021081965915383,-0.12323465500341964,0.11009618027158084
