cluster_label,count,pc1_mean,pc2_mean,pc1_std,pc2_std,mean_distance_to_pca_centroid,p90_distance_to_pca_centroid
1,1773,-1.2331264944616438,0.25530934762467133,1.3704175488238897,1.1333203432197907,1.5624318238348758,2.7456690916484674
2,367,2.2310403102907475,-3.998895918080726,1.967164592847097,1.7701846687741092,2.3156008276483435,3.9843474686674907
3,438,3.1222408237528994,2.3171948141485705,2.7117742520526926,1.827418205231081,2.858171658480256,4.964795072002089
