feature,random_forest_importance,logistic_abs_mean_coefficient
eccentricity_iqr,0.15515486571214862,1.8685010149779497
mean_pixel_intensity,0.14461412556676043,1.6466559339670448
roi_v_std,0.11381424184446765,1.0540421168628287
aspect_ratio_iqr,0.10593578925004996,0.5559050130852894
roi_s_std,0.07321809430521047,0.8184237259479007
area_median,0.045826889200574324,0.5927817270532306
orientation_entropy,0.02915369086013803,0.15008946915877783
area_iqr,0.027937495320325162,0.36909923507214276
circularity_iqr,0.023050024338870028,0.5642391287732228
eccentricity_p90,0.021280989565416977,0.6729413459323812
roi_lab_a_std,0.019886729236724635,0.46213907100443885
circular_variance,0.01952359793173944,0.3791875860935298
feret_p90,0.01865069320939339,0.21636556000954152
circularity_median,0.014628152247777453,0.21894104468987963
roi_lab_b_std,0.01417780241064179,0.66824604770604
feret_iqr,0.013613338183205904,0.1748477216571105
aspect_ratio_p90,0.013217416184156451,0.26052044680372527
roi_h_std,0.012714024167832438,0.25622801961770886
solidity_iqr,0.011267048450953145,0.38344073539950263
num_particles,0.010338795153477525,0.15372548999575103
roi_v_mean,0.010167436775963578,0.2729571936370745
mean_intensity_median,0.0088468419197335,0.2902584004370075
mean_intensity_iqr,0.00879689852800983,0.4775089300677297
particle_mask_mean_rgb_contrast,0.008702995949164878,0.2635975893935327
roi_lab_l_mean,0.008473210305963052,0.205984279282287
roi_lab_b_mean,0.008402015927335426,0.4444987144424602
roi_s_mean,0.007085266594980003,0.1621096953756709
roi_h_mean,0.006987975065711793,0.2725166840978454
aspect_ratio_median,0.0060342968176153025,0.43166148833597834
mean_intensity_p90,0.005982983180636162,0.5238816292485589
roi_lab_a_mean,0.005460861186432532,0.11140693324214707
total,0.0044082459601090624,0.28489602772357364
parking,0.0034698629949518308,0.1825888636603307
transit,0.002886410370494901,0.08668384667714803
place_diversity_entropy,0.0028639405061100924,0.14684924093913596
circularity_p90,0.002826382094808064,0.2675315879393094
capture_month_sin,0.0024029309909456764,0.25046700314130954
gas_station,0.0016422661912293647,0.09939681391155764
solidity_median,0.001388583906199057,0.27136253129630544
green_vs_traffic_ratio_500m,0.001265604968199315,0.047289208885039326
park,0.001231587941658539,0.21225462434969297
season_winter,0.0011776287495846353,0.18634498736784053
industrial,0.000849371907165559,0.1464321659575254
season_autumn,0.0006425980271340843,0.32684412927321943
solidity_p90,0.0,0.0
season_summer,0.0,0.0
