cluster_label,primary_category,primary_score,secondary_category,secondary_score,score_gap,confidence,morphology_summary,evidence_summary
1,fibrous_synthetic_materials,2.114616044637086,biological,1.313152827294081,0.801463217343005,high,"heterogeneous circularity, less circular particles","lower circularity_median (z=-0.80, score=+0.80); higher aspect_ratio_median (z=+0.66, score=+0.79); higher eccentricity_p90 (z=+0.28, score=+0.28); higher eccentricity_iqr (z=+0.45, score=+0.27)"
2,combustion_related,3.4974944894490494,industrial,-1.1465800093910734,4.644074498840123,high,"smaller particle bodies, shorter upper-tail particle extent, more compact non-elongated shapes, less circular particles, more aligned orientations","lower aspect_ratio_median (z=-1.76, score=+1.41); lower area_median (z=-1.19, score=+1.25); lower feret_p90 (z=-0.96, score=+0.81); lower circularity_median (z=-0.80, score=-0.76)"
3,mixed_unknown,3.997586981562411,mechanical_non_combustion_particulate,3.1519131740598447,0.8456738075025663,high,"larger particle bodies, long upper-tail particle extent, round compact particles, heterogeneous solidity, high orientation dispersion, broad directional spread","higher orientation_entropy (z=+1.32, score=+1.25); higher area_iqr (z=+1.37, score=+1.09); higher circular_variance (z=+0.99, score=+0.89); higher solidity_iqr (z=+1.34, score=+0.73)"
