image_id,cluster_label,silhouette_value
6926dff2d9ad5d97847a2901,3,0.18459087541730657
6926e00dd9ad5d97847a2903,3,0.1178624706729058
69280f25d9ad5d97847a290d,1,0.07490569712957759
6928936dd9ad5d97847a291d,3,0.17724199758669665
69295f14d9ad5d97847a2923,3,-0.010453502142813155
692eb509d9ad5d97847a2932,4,0.08807202769184923
692f0f81d9ad5d97847a2936,2,-0.041749951073384896
692f5d0bd9ad5d97847a293b,4,0.09224031801090883
692f5d74d9ad5d97847a293d,4,0.09224031801090883
69343043d9ad5d97847a294d,3,0.20692177175694088
6934308ad9ad5d97847a2950,3,0.17647350611076862
693430d1d9ad5d97847a2953,3,0.040816127908839844
6934314bd9ad5d97847a2956,3,0.1473506954824438
69343615d9ad5d97847a295a,3,0.09844624937923097
69343692d9ad5d97847a295d,3,0.029661384622089376
69343728d9ad5d97847a2960,3,0.1542329011603505
693437b2d9ad5d97847a2963,3,0.0609547209326364
69343822d9ad5d97847a2966,3,-0.032472548869121126
693438d0d9ad5d97847a2969,3,0.09911933353253877
6934393cd9ad5d97847a296c,3,0.032166772528771904
69343995d9ad5d97847a296f,3,-0.03582908685397077
693439ebd9ad5d97847a2972,3,0.14516267908572994
69343ab2d9ad5d97847a2975,3,0.06238807353063102
69343b12d9ad5d97847a2978,3,0.06990339749938629
69343b6cd9ad5d97847a297b,3,0.17173829115499106
69343cafd9ad5d97847a297e,3,0.11840676505550903
69343d36d9ad5d97847a2981,3,0.14990607509468168
69343daad9ad5d97847a2984,3,0.13959660675498478
69343e0ad9ad5d97847a2987,3,0.13567938172730293
69343e61d9ad5d97847a298a,4,0.11075271146253518
69343ed5d9ad5d97847a298d,3,0.10771354196089766
69343fd4d9ad5d97847a2990,3,0.12565326314032657
6934400bd9ad5d97847a2993,3,0.1377033668083438
69344040d9ad5d97847a2996,3,0.1573684792738241
6934407cd9ad5d97847a2999,3,0.15233671730411377
693440d3d9ad5d97847a299c,3,-0.011451138738918244
69344117d9ad5d97847a299f,3,0.12460676883188765
69344177d9ad5d97847a29a2,3,0.1332530631388977
693441b2d9ad5d97847a29a5,4,0.11582764021710777
693441efd9ad5d97847a29a8,3,0.18104462902541682
69347aedd9ad5d97847a29ab,4,0.09321484724586894
6934833fd9ad5d97847a29af,4,0.08853676557705413
69349601d9ad5d97847a29b2,3,0.08652683915367915
69384715d9ad5d97847a29bf,4,0.10713913877185356
6947d9cbd9ad5d97847a29f4,1,-0.013670100858197903
69720450d9ad5d97847a2a53,4,0.2948232754360908
69720603d9ad5d97847a2a56,4,0.3097799855013371
697206f0d9ad5d97847a2a59,4,0.2984516008353854
6972071bd9ad5d97847a2a5b,4,0.2984516008353854
6972074fd9ad5d97847a2a5d,4,0.2185215670580061
69720794d9ad5d97847a2a60,4,0.2533165991822318
697207b3d9ad5d97847a2a62,3,-0.1125235638852243
697207d6d9ad5d97847a2a64,3,-0.03865067975094355
6972080dd9ad5d97847a2a67,4,0.1785955008985007
6972080fd9ad5d97847a2a69,3,-0.1125235638852243
69720871d9ad5d97847a2a6b,4,0.2574594336903938
69721145d9ad5d97847a2a72,2,0.1525593346379085
697213b7d9ad5d97847a2a75,3,0.01602778341209476
697213eed9ad5d97847a2a77,3,0.01602778341209476
6972141dd9ad5d97847a2a79,3,-0.026933460557618572
6972146cd9ad5d97847a2a7b,4,0.22671863109813595
697214a1d9ad5d97847a2a7d,2,0.20208726110891095
69721502d9ad5d97847a2a80,3,0.17829356889798256
69721c26d9ad5d97847a2a8a,3,0.15064218875524868
69721c86d9ad5d97847a2a90,1,0.030868413509743113
69721c88d9ad5d97847a2a92,4,0.2785526587110856
69721dd6d9ad5d97847a2a9a,4,0.24169974651177215
69721dd9d9ad5d97847a2a9c,1,0.11254418756250255
69721e79d9ad5d97847a2aa0,4,0.19376248365019336
697249bfd9ad5d97847a2aaa,4,0.2938692672138941
69724a8dd9ad5d97847a2aad,4,0.2402759264147659
69724ad0d9ad5d97847a2ab0,4,0.306464128594612
69724b2dd9ad5d97847a2ab3,4,0.2938692672138941
6972fd7dd9ad5d97847a2ab7,4,0.12424866202748559
6972fe02d9ad5d97847a2aba,4,0.17544617946190313
6972fea8d9ad5d97847a2abd,3,-0.1105431938857955
69732388d9ad5d97847a2ac1,4,0.12424866202748559
69733c21d9ad5d97847a2ac3,4,0.2938692672138941
69733dd9d9ad5d97847a2ac8,4,0.17868245639441213
6973407bd9ad5d97847a2acb,4,0.28056049940020383
6973427ed9ad5d97847a2acd,3,-0.12623684679848213
697342b2d9ad5d97847a2acf,4,0.28056049940020383
6973447ad9ad5d97847a2ad2,4,0.2859653907847137
6973467bd9ad5d97847a2ad5,3,0.09869193749181138
69765e3fd9ad5d97847a2ae2,1,0.06020014488039196
69765ef0d9ad5d97847a2ae5,4,0.1741515468304082
69772bd9d9ad5d97847a2aea,1,0.08932407553677246
69772c8bd9ad5d97847a2aed,1,0.08932407553677246
69772d68d9ad5d97847a2af0,1,0.024506185800574697
69772e2fd9ad5d97847a2af3,1,0.014247688318647936
6977b8a0d9ad5d97847a2b00,4,0.34860167941559034
697c6e89d9ad5d97847a2b1c,4,0.2771384722277873
698095fdd9ad5d97847a2b2b,1,-0.05096064061417353
6980c91ad9ad5d97847a2b31,4,0.3015219018087119
6980c9efd9ad5d97847a2b34,4,0.17137354988751158
6984c164d9ad5d97847a2b44,4,0.21784402635437625
6984c21ed9ad5d97847a2b47,4,0.15523392937878405
6985abebd9ad5d97847a2b50,4,0.17773303893953027
6985ac55d9ad5d97847a2b53,4,0.22534547328027393
69884ef8d9ad5d97847a2b5e,3,0.1973567160316055
69885026d9ad5d97847a2b60,4,0.34860167941559034
698850e1d9ad5d97847a2b63,3,0.2621525393883112
69885174d9ad5d97847a2b65,2,0.18280280560638534
69885275d9ad5d97847a2b67,3,0.0044627946022659775
69885474d9ad5d97847a2b69,3,0.2147320409670235
69885728d9ad5d97847a2b6d,4,0.3548831177730994
698857f0d9ad5d97847a2b6f,3,0.16929005641397557
698858aad9ad5d97847a2b71,3,0.058798940592488656
69885956d9ad5d97847a2b73,3,0.14498301534372807
69885b91d9ad5d97847a2b77,3,0.004181839958511487
69885c70d9ad5d97847a2b79,3,0.10244647934855532
6989c8a2d9ad5d97847a2b82,3,0.06890866011575926
6989c97fd9ad5d97847a2b86,4,0.193177443077451
6989c9d9d9ad5d97847a2b88,4,0.2505184585803504
6989c9dcd9ad5d97847a2b8a,4,0.23943421911157917
6989ca90d9ad5d97847a2b90,4,0.2095139059419576
6989caadd9ad5d97847a2b92,3,0.2035766224873719
6989caf0d9ad5d97847a2b95,4,0.21681600876209525
6989cbb2d9ad5d97847a2b98,4,0.31688301874010294
6989cc16d9ad5d97847a2b9b,4,0.26088295745192686
6989cc1cd9ad5d97847a2b9d,4,0.28554333484125033
6989cf0fd9ad5d97847a2ba1,4,0.27918109541301317
6989cf82d9ad5d97847a2ba4,4,0.32101505449146767
698c592cd9ad5d97847a2bc9,1,0.18209821119965267
69965222d9ad5d97847a2be6,4,0.15796309299548195
69965235d9ad5d97847a2be9,4,0.15796309299548195
69965294d9ad5d97847a2bec,4,0.16038917887095394
69974007d9ad5d97847a2bf1,3,-0.10174672741782334
6997401bd9ad5d97847a2bf3,3,-0.10174672741782334
69982157d9ad5d97847a2bfd,4,0.18626565201794518
69982204d9ad5d97847a2c00,4,0.2657205623768102
6998225fd9ad5d97847a2c03,4,0.2657205623768102
69982271d9ad5d97847a2c05,4,0.18626565201794518
699eed1ed9ad5d97847a2c1e,3,0.21632813142914972
69a15879d9ad5d97847a2c28,4,0.14296882932425148
69a19b00d9ad5d97847a2c31,4,0.14161025028383534
69a19c3ed9ad5d97847a2c34,1,0.17691557084648593
69a1e44ed9ad5d97847a2c43,4,0.12994624464323223
69a1e4cbd9ad5d97847a2c45,4,0.29958779319894824
69a5862ad9ad5d97847a2c50,1,0.0681761619594938
69a5c2e2d9ad5d97847a2c53,1,0.04359491958814144
69a699a3d9ad5d97847a2c58,4,0.25004854385246056
69a69b14d9ad5d97847a2c5b,4,0.3015109349722092
69a85b0ed9ad5d97847a2c67,4,0.28517362052682066
69a85f63d9ad5d97847a2c6a,4,0.21571166917271026
69a8658cd9ad5d97847a2c6c,4,0.2310298527015421
69a88292d9ad5d97847a2c72,4,0.2791055085969268
69a89a29d9ad5d97847a2c77,4,0.21292558823063126
69a89bc5d9ad5d97847a2c79,4,0.21292558823063126
69a94d6cd9ad5d97847a2c7e,4,0.21616920227821054
69a9568fd9ad5d97847a2c81,4,0.2164240020027584
69a9579ed9ad5d97847a2c84,4,0.256538887835252
69a9581dd9ad5d97847a2c87,4,0.256538887835252
69a9588ad9ad5d97847a2c8a,4,0.22536777576848935
69a95926d9ad5d97847a2c8d,4,0.22624648657666016
69a95992d9ad5d97847a2c90,4,0.1961724534455117
69a96614d9ad5d97847a2c95,2,0.051708856235580455
69a98e0dd9ad5d97847a2c9e,4,0.23803273856773532
69a98e81d9ad5d97847a2ca1,4,0.2615619902764407
69a99290d9ad5d97847a2ca4,4,0.2858688304954944
69a9aa6ed9ad5d97847a2cab,2,0.20443639811751968
69aa0c6ed9ad5d97847a2cb5,4,0.14468170224927365
69aa0fcfd9ad5d97847a2cb8,1,0.05641799824436511
69aa1178d9ad5d97847a2cbb,4,0.2295867688395532
69aa12eed9ad5d97847a2cbe,4,0.17971512345862126
69aa8154d9ad5d97847a2cc5,2,0.1912381186594374
69aa81e3d9ad5d97847a2cc7,4,0.23106263453773307
69aa8218d9ad5d97847a2cc9,1,0.07746552589171178
69aa8282d9ad5d97847a2ccb,1,0.07746552589171178
69aa82dcd9ad5d97847a2ccd,1,0.07746552589171178
69aa8325d9ad5d97847a2cd0,1,0.07746552589171178
69aa8342d9ad5d97847a2cd2,4,0.14261713916592328
69aa8357d9ad5d97847a2cd4,1,0.07025506465087099
69aa83a0d9ad5d97847a2cd8,1,0.056752248697291605
69aa83d1d9ad5d97847a2cda,1,0.07746552589171178
69aa8530d9ad5d97847a2ce0,4,0.20201833207546782
69aa858dd9ad5d97847a2ce2,4,0.2018340817740725
69aa85f5d9ad5d97847a2ce4,4,0.17112332355508844
69aa891cd9ad5d97847a2ce8,4,0.23328051783355733
69aaac33d9ad5d97847a2ced,4,0.25886810440122565
69aaac8cd9ad5d97847a2cf0,1,0.030647645739512716
69aacb23d9ad5d97847a2cf3,4,0.18368079122352818
69aacc1fd9ad5d97847a2cf6,4,0.1435573159368362
69aafae3d9ad5d97847a2cfa,3,0.08733206488114549
69aafc2fd9ad5d97847a2cfc,2,0.08806892273165033
69aafc79d9ad5d97847a2cfe,2,0.08806892273165033
69ab0e0fd9ad5d97847a2d05,4,0.15677340998844533
69ab2d76d9ad5d97847a2d0a,4,0.2778938546677364
69ab2e0dd9ad5d97847a2d0d,4,0.2593141192600759
69ab2e77d9ad5d97847a2d10,4,0.27881674591183314
69ab33ded9ad5d97847a2d13,3,0.20294643437784196
69ab3443d9ad5d97847a2d16,3,0.13800256026151628
69ab3493d9ad5d97847a2d19,3,0.19357376661798625
