cluster_label,count,pc1_mean,pc2_mean,pc1_std,pc2_std,mean_distance_to_pca_centroid,p90_distance_to_pca_centroid
1,446,1.9646039178832004,-2.3444390604338596,1.3980465204175305,1.2938657679018783,1.5753388500433856,2.671770374385193
2,157,-6.498618612377425,-4.026339967972664,3.220349086539003,2.494990294546992,3.602132430120102,5.681305097407248
3,271,-2.588765576355407,4.175161329310171,1.773604924660646,1.6479719760761427,2.165269895931316,3.7857564273519118
4,1198,0.7058641452084023,0.4559987276144824,1.3093019479337933,1.1274935758028435,1.5089742689873138,2.6873529892789407
