cluster_label,count,mean_silhouette,median_silhouette,std_silhouette,min_silhouette,p10_silhouette,p90_silhouette
1,446,0.08014324061678688,0.0852999729108058,0.07209524532537633,-0.08779524708588263,-0.02760001874353186,0.17420934760739953
2,157,0.10897249797354176,0.14476790735193534,0.14413814198014482,-0.1863382726174109,-0.10111627175484324,0.2881487830455512
3,271,0.06632863770343214,0.08652683915367915,0.10725161903934605,-0.1563059757231765,-0.09860913279921561,0.19728985064996518
4,1198,0.24014184996457402,0.2424406314630523,0.0672295693910472,0.060316923748338754,0.14700840431414022,0.3285089699228895
