cluster_label,primary_category,primary_score,secondary_category,secondary_score,score_gap,confidence,morphology_summary,evidence_summary
1,combustion_related,3.5575035972953706,industrial,-1.2109525191815358,4.768456116476907,high,"smaller particle bodies, shorter upper-tail particle extent, more compact non-elongated shapes, less circular particles, more aligned orientations","lower aspect_ratio_median (z=-1.76, score=+1.41); lower area_median (z=-1.19, score=+1.25); lower feret_p90 (z=-1.05, score=+0.89); lower circularity_median (z=-0.83, score=-0.79)"
2,fibrous_synthetic_materials,3.9146442465903233,mechanical_non_combustion_particulate,1.2970392345539514,2.617605012036372,high,"long upper-tail particle extent, elongated particle shapes, very elongated tail cases, heterogeneous circularity, high orientation dispersion, higher particle counts, darker overall deposits","higher aspect_ratio_p90 (z=+1.05, score=+1.21); higher aspect_ratio_median (z=+0.80, score=+0.97); higher feret_p90 (z=+0.97, score=+0.87); lower circularity_median (z=-0.36, score=+0.36)"
3,mixed_unknown,3.1716414267915867,mechanical_non_combustion_particulate,2.767336019925411,0.4043054068661758,moderate,"larger particle bodies, long upper-tail particle extent, round compact particles, heterogeneous solidity, high orientation dispersion, broad directional spread, lower particle counts","higher orientation_entropy (z=+1.18, score=+1.12); higher area_iqr (z=+1.30, score=+1.04); higher circular_variance (z=+0.98, score=+0.89); lower circularity_iqr (z=-0.97, score=-0.78)"
4,fibrous_synthetic_materials,2.144618710135843,biological,1.2720095561731175,0.8726091539627254,high,"heterogeneous circularity, less circular particles","lower circularity_median (z=-0.83, score=+0.83); higher aspect_ratio_median (z=+0.66, score=+0.79); higher eccentricity_p90 (z=+0.28, score=+0.28); higher eccentricity_iqr (z=+0.44, score=+0.27)"
