variable,cluster_label,category,observed_count,expected_count,pearson_residual
capture_season,3,autumn,34,5.754826254826255,11.774111450895722
official_station_id,2,STA_ES1633A,31,5.986003861003861,10.223852662177988
official_station_id,3,STA_ES1378A,20,3.4005791505791505,9.001533290203927
official_station_id,2,STA_ES0104A,5,0.37886100386100385,7.50773748544512
official_station_id,1,STA_ES1621A,34,10.762548262548263,7.083223488568298
official_station_id,3,STA_ES1346A,49,18.833976833976834,6.950996091041562
official_station_id,1,STA_ES1569A,45,17.22007722007722,6.694428183190694
official_station_id,2,STA_ES1353A,7,1.2123552123552124,5.256382088907209
official_station_id,2,STA_ES2173A,3,0.3030888030888031,4.898709658574631
official_station_id,2,STA_ES0905A,4,0.5304054054054054,4.764033007961512
official_station_id,3,STA_ES1747A,5,0.7847490347490348,4.758368166497289
official_station_id,1,STA_ES0333A,31,14.206563706563706,4.455485652617429
official_station_id,4,STA_ES1593A,71,42.785714285714285,4.313399330560475
official_station_id,4,STA_ES1621A,6,28.909266409266408,-4.260814695379852
official_station_id,3,STA_ES1442A,3,0.3923745173745174,4.162888887547714
official_station_id,4,STA_ES1633A,18,45.67664092664093,-4.095116866385364
station_distance_band,3,over_10km,65,39.76061776061776,4.002691870724942
official_station_id,2,STA_ES2158A,4,0.7577220077220077,3.7247342958392333
official_station_id,2,STA_ES1037A,2,0.2273166023166023,3.718053196864692
official_station_id,3,STA_ES1868A,1,14.125482625482626,-3.492316805038794
capture_season,4,autumn,8,25.44015444015444,-3.4577250379885935
official_station_id,3,STA_ES0120A,2,0.26158301158301156,3.3989845434647337
official_station_id,1,STA_ES2161A,4,0.861003861003861,3.382892771321531
official_pm25_band,2,moderate,92,64.78523166023166,3.381167094654467
station_distance_band,1,under_1km,173,133.8861003861004,3.3803632427056347
official_station_id,2,STA_ES2127A,1,0.07577220077220077,3.3575622749357255
official_station_id,2,STA_ES2136A,1,0.07577220077220077,3.3575622749357255
official_station_id,2,STA_ES2058A,7,2.1216216216216215,3.3492033415269833
official_station_id,1,STA_ES1593A,3,15.928571428571429,-3.239381707995539
official_station_id,2,STA_ES1621A,10,3.7886100386100385,3.1911619352845078
official_pm25_band,4,moderate,424,494.3484555984556,-3.164010941713061
official_station_id,3,STA_ES1593A,0,9.678571428571429,-3.111040248626081
official_pm25_band,1,moderate,226,184.03957528957528,3.093030938747046
official_station_id,4,STA_ES1580A,79,56.083976833976834,3.0599889062723893
station_distance_band,1,over_10km,41,65.43629343629344,-3.020827915593318
official_station_id,3,STA_ES0010R,4,1.0463320463320462,2.887532677124399
official_station_id,2,STA_ES1868A,0,8.183397683397683,-2.8606638536181914
official_station_id,4,STA_ES1378A,4,15.032818532818533,-2.8455503039039773
