cluster_label,count,fraction,num_particles,mean_pixel_intensity,orientation_entropy,circular_variance,area_median,area_iqr,solidity_median,solidity_iqr,solidity_p90,aspect_ratio_median,aspect_ratio_iqr,aspect_ratio_p90,feret_iqr,feret_p90,eccentricity_iqr,eccentricity_p90,circularity_median,circularity_iqr,circularity_p90,mean_intensity_median,mean_intensity_iqr,mean_intensity_p90
1,1277,0.6163127413127413,-0.09532865625012904,0.40413646202699394,0.23669933558918907,0.23338535430382204,-0.3361235198217796,0.10096069183366185,0.14305626268058255,-0.4124473136560842,0.0,0.6573468475866832,0.6664319354414149,0.10427642611059754,0.26351468572313513,-0.08319870218595972,0.4463152699150814,0.2762187993473432,-0.801128126383113,0.6193939197448849,-0.02987307607288983,0.2238020546227177,0.30036372018869917,0.24201848162037026
2,484,0.2335907335907336,0.5095542341654504,0.20802463717904818,-1.180577788112028,-1.1608766284940149,-1.1935951822127242,-1.29065948664271,0.14305626268058255,-0.4124473136560842,0.0,-1.7643693098800317,0.6664319354414149,-0.9417476242451982,-1.0592645296706018,-0.9555394234742987,0.3589778288710854,0.2762187993473432,-0.801128126383113,-1.7737612420089715,-0.17170567551805416,0.9723827514633472,0.20996368163037243,0.24201848162037026
3,311,0.1500965250965251,-0.715733147948343,0.44183370272401035,1.3155269482770902,0.9936274112806526,1.6016346778181276,1.36594472145794,0.14305626268058255,1.3355719869452247,0.0,0.6358174899604312,-1.456122857969731,-0.09184697615126076,1.0126263104020914,1.2289153191695796,-1.8245244783529766,0.2762187993473432,1.2109663360074394,-0.23000407946465906,-0.07619074012009289,-1.2269236668627586,0.30036372018869917,0.24201848162037026
