cluster_label,count,mean_silhouette,median_silhouette,std_silhouette,min_silhouette,p10_silhouette,p90_silhouette
1,1277,0.44541340582598415,0.4821044444198066,0.12972145063216933,0.04236554384704812,0.255142025576769,0.5785196280826932
2,484,0.3153562523939154,0.34811219985799435,0.12614685927167793,-0.06638068959640514,0.1117928798335943,0.4475303560172953
3,311,0.14691066419711768,0.19496821642585518,0.14048723978832833,-0.23424034272519387,-0.058434783193235855,0.2806474420828143
