cluster_label,count,pc1_mean,pc2_mean,pc1_std,pc2_std,mean_distance_to_pca_centroid,p90_distance_to_pca_centroid
1,1277,-0.1886802237265093,1.056663929501406,1.031954675287762,0.6165854885482686,1.0316669715695135,1.8616894872572878
2,484,-2.3826788757105684,-2.0720072239137277,0.9123375975217125,2.2330049096764104,1.785514322592296,5.529366181438353
3,311,4.482833509783514,-1.1141747318297541,1.6596023373154285,1.2216225485686523,1.816877169811481,3.2058132383912894
