sensor_id,latitude,longitude,total,transit,park,gas_station,parking,industrial,major_road_proxy,dominant_place_category,place_diversity_entropy,green_vs_traffic_ratio_500m
682737d0ffdee468dfce077b,37.95882409744185,-1.090236586230473,0,0,0,0,0,0,0,,,
67e31b693ac225e47111086f,37.97432065912524,-1.2216167132446376,2,0,0,0,0,2,0,industrial,0.0,
67f66e24fc34192f373170f4,37.9893044,-1.1320073,6,1,0,0,5,0,0,parking,0.6500224216483541,0.0
67f7c9fbfc34192f37317227,37.9893044,-1.1320073,6,1,0,0,5,0,0,parking,0.6500224216483541,0.0
67b9ad063ac225e4711102d9,38.006571291490054,-1.1515124925598164,0,0,0,0,0,0,0,,,
67b9ac883ac225e4711102d7,38.00657974517016,-1.1515339502319355,0,0,0,0,0,0,0,,,
67b9ba383ac225e4711102dc,38.00701933519092,-1.1507024654373188,1,0,0,0,1,0,0,parking,0.0,0.0
67b878733ac225e4711102d2,38.00736381975938,-1.1520382055267353,1,0,0,0,1,0,0,parking,0.0,0.0
67e317ac3ac225e47111086d,38.009043951357725,-1.1560454257949848,0,0,0,0,0,0,0,,,
67f50e41fc34192f37316f84,38.0307292304614,-1.1239658158691435,1,0,0,0,0,1,0,industrial,0.0,
67f50f1ffc34192f37316f91,38.030759705692546,-1.1238571864040403,1,0,0,0,0,1,0,industrial,0.0,
67f50ce7fc34192f37316f74,38.030804472420634,-1.1236888777883558,1,0,0,0,0,1,0,industrial,0.0,
67e478a83ac225e4711108c2,38.03080964775168,-1.1234382296931367,1,0,0,0,0,1,0,industrial,0.0,
67f50d90fc34192f37316f7b,38.0308191804133,-1.1236144464881925,1,0,0,0,0,1,0,industrial,0.0,
67e4761c3ac225e4711108bf,38.030916781042976,-1.1239700614698345,1,0,0,0,0,1,0,industrial,0.0,
67e26d183ac225e4711107bb,38.030920886168786,-1.1235938576721205,1,0,0,0,0,1,0,industrial,0.0,
67f4df1efc34192f37316f01,38.030965846013395,-1.123695583310893,1,0,0,0,0,1,0,industrial,0.0,
67f50edbfc34192f37316f8d,38.03100167800873,-1.1237049710424452,1,0,0,0,0,1,0,industrial,0.0,
67f50f94fc34192f37316f99,38.031025965127725,-1.123874620762637,1,0,0,0,0,1,0,industrial,0.0,
67e479673ac225e4711108c5,38.031025983291435,-1.1238808839545422,1,0,0,0,0,1,0,industrial,0.0,
67f39878fc34192f37316de9,38.03103919828477,-1.1234221962951674,1,0,0,0,0,1,0,industrial,0.0,
67f8c954fc34192f373172bb,38.03104764914321,-1.1236475018524184,1,0,0,0,0,1,0,industrial,0.0,
67f8c98dfc34192f373172bd,38.03104764914321,-1.1236475018524184,1,0,0,0,0,1,0,industrial,0.0,
67dbcac63ac225e4711105f3,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67dbcb133ac225e4711105f5,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67dbcb6b3ac225e4711105fa,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67dbcbc93ac225e4711105fd,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67dbcbff3ac225e4711105ff,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67dbcc233ac225e471110602,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67dbcc693ac225e471110605,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67dbcca93ac225e471110609,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
67dbccd73ac225e47111060b,38.0310561,-1.1235724,1,0,0,0,0,1,0,industrial,0.0,
