selected_cluster_label,alternative_cluster_label,overlap_count,fraction_within_selected_cluster
1,1,370,0.8525345622119815
1,2,0,0.0
1,3,64,0.14746543778801843
1,4,0,0.0
1,5,0,0.0
2,1,44,0.03636363636363636
2,2,1166,0.9636363636363636
2,3,0,0.0
2,4,0,0.0
2,5,0,0.0
3,1,0,0.0
3,2,0,0.0
3,3,0,0.0
3,4,273,1.0
3,5,0,0.0
4,1,0,0.0
4,2,0,0.0
4,3,1,0.006060606060606061
4,4,0,0.0
4,5,164,0.9939393939393939
