variable,cluster_label,category,observed_count,expected_count,pearson_residual
official_station_id,3,STA_ES1268A,0,8.280311890838206,-2.8775531082567714
official_station_id,3,STA_ES1836A,1,9.76335282651072,-2.80459919730456
official_station_id,4,STA_ES0104A,7,2.5473684210526315,2.7897859436048633
capture_season,2,autumn,1,9.649122807017545,-2.784377698993782
capture_season,3,spring,200,242.84795321637426,-2.749557823702959
official_station_id,4,STA_ES1358A,4,1.1321637426900584,2.69525418980265
station_distance_band,1,under_1km,382,438.233918128655,-2.6862433315587766
official_station_id,3,STA_ES1490A,2,0.3707602339181287,2.6757062183732274
official_station_id,2,STA_ES1244A,13,26.58869395711501,-2.6352948603720376
official_station_id,2,STA_ES1529A,6,2.1442495126705654,2.633123700429107
official_station_id,3,STA_ES1641A,3,0.7415204678362574,2.622736060414708
station_distance_band,1,over_10km,207,172.7953216374269,2.602073267567453
official_station_id,4,STA_ES1621A,1,8.491228070175438,-2.5707968930307894
official_station_id,4,STA_ES1662A,0,6.509941520467836,-2.5514587044410177
official_station_id,3,STA_ES2058A,9,3.954775828460039,2.536994538006199
official_station_id,4,STA_ES0041A,19,10.755555555555556,2.513882483795218
official_station_id,3,STA_ES2064A,1,0.12358674463937622,2.4930040903459516
official_station_id,4,STA_ES1818A,6,2.2643274853801167,2.4825567095151384
official_station_id,3,STA_ES1572A,0,6.055750487329434,-2.460843450390421
official_pm10_band,3,moderate,61,83.42105263157895,-2.45481159158721
official_station_id,1,STA_ES1378A,6,15.614035087719298,-2.433033716422234
official_station_id,2,STA_ES1594A,2,0.42884990253411304,2.3991920785562044
station_distance_band,2,over_10km,51,71.18908382066277,-2.3928193346569016
official_station_id,4,STA_ES1831A,5,13.72748538011696,-2.355557093547543
station_distance_band,4,over_10km,63,46.98479532163743,2.3364356477155597
station_distance_band,3,3_to_10km,92,116.9130604288499,-2.304069456692944
official_station_id,4,STA_ES1443A,1,0.1415204678362573,2.282024577062131
official_station_id,4,STA_ES1976A,1,0.1415204678362573,2.282024577062131
official_station_id,4,STA_ES2122A,1,0.1415204678362573,2.282024577062131
official_station_id,4,STA_ES1569A,4,11.746198830409357,-2.260164068475886
official_station_id,4,STA_ES1174A,0,5.094736842105263,-2.257152374587339
official_station_id,2,STA_ES1894A,3,9.8635477582846,-2.185405763507083
official_station_id,4,STA_ES1894A,12,6.509941520467836,2.1517332300837473
official_station_id,2,STA_ES1378A,1,6.432748538011696,-2.142009123105278
official_station_id,4,STA_ES2173A,8,3.8210526315789473,2.1378409497305424
official_station_id,4,STA_ES2054A,0,4.5286549707602335,-2.1280636669893678
capture_season,2,spring,465,421.34502923976606,2.1267417867929193
official_station_id,3,STA_ES1174A,0,4.4491228070175435,-2.1092943860489326
official_station_id,3,STA_ES1163A,0,4.325536062378168,-2.079792312318268
official_station_id,1,STA_ES1572A,36,25.502923976608187,2.07861163723573
official_station_id,1,STA_ES0333A,27,40.07602339181287,-2.06553889863904
official_station_id,1,STA_ES1163A,27,18.216374269005847,2.057988065795741
official_station_id,1,STA_ES1595A,0,4.16374269005848,-2.0405251015506964
official_station_id,1,STA_ES1650A,0,4.16374269005848,-2.0405251015506964
official_station_id,4,STA_ES1633A,22,14.435087719298245,1.9911050911501704
official_station_id,4,STA_ES1882A,0,3.962573099415205,-1.990621284779002
official_station_id,2,STA_ES2173A,1,5.7894736842105265,-1.9905278086321225
official_station_id,3,STA_ES2054A,0,3.954775828460039,-1.988661818525221
official_station_id,2,STA_ES0104A,0,3.8596491228070176,-1.964598972515006
official_station_id,4,STA_ES1580A,7,14.435087719298245,-1.956934920290914
capture_season,3,autumn,1,5.56140350877193,-1.9342218679158758
official_station_id,3,STA_ES1378A,0,3.7076023391812867,-1.9255135260966845
official_station_id,2,STA_ES1417A,6,2.787524366471735,1.9241126997026576
official_station_id,4,STA_ES1713A,2,0.5660818713450292,1.9058325146309076
official_station_id,4,STA_ES2015A,2,0.5660818713450292,1.9058325146309076
official_station_id,1,STA_ES1387A,78,62.9766081871345,1.8931209456779
official_station_id,4,STA_ES0110A,0,3.538011695906433,-1.880960312156116
official_station_id,1,STA_ES1494A,8,4.16374269005848,1.880034363226484
official_station_id,1,STA_ES1985A,8,4.16374269005848,1.880034363226484
official_pm25_band,4,moderate,184,160.34269005847952,1.8682748907560862
official_station_id,1,STA_ES1868A,87,71.30409356725146,1.8587850438420215
official_station_id,2,STA_ES1353A,0,3.4307992202729043,-1.8522416743699792
official_station_id,2,STA_ES1818A,0,3.4307992202729043,-1.8522416743699792
official_station_id,1,STA_ES1662A,33,23.941520467836256,1.8513112634210844
official_station_id,1,STA_ES1818A,3,8.32748538011696,-1.8461429541298398
official_station_id,1,STA_ES1037A,2,6.766081871345029,-1.8322843578841967
official_station_id,2,STA_ES2129A,11,6.432748538011696,1.8007633209313478
