variable,cluster_label,count,mean,median,std,iqr
latitude,1,1335,41.66243398664177,42.77345842983196,2.73985146652757,3.375727372185736
latitude,2,550,41.21872548537067,42.68143277155127,5.22851339261406,3.344044656660131
latitude,3,317,41.88737005745115,43.261566635756054,2.294826781315194,3.215773621665349
latitude,4,363,42.26088501068723,43.1740007,3.3676009391725823,1.6787239448678406
longitude,1,1335,-3.7036819526609324,-2.9739258,6.368414114262499,4.167271044477468
longitude,2,550,-2.9257526764516744,-2.9366666409114828,5.201337379085337,2.8139727504559495
longitude,3,317,-2.8241483955909508,-2.9407212,1.2595241236835628,0.22995782239390028
longitude,4,363,-3.156639284504311,-2.953008205957035,5.066684916570277,1.2187944809630835
official_station_distance_km,1,1335,36.707932725530185,3.3184495342197473,453.4181409074273,5.8043887026009635
official_station_distance_km,2,550,42.93873434282442,2.5451189518703226,604.2047399090617,4.17998247210711
official_station_distance_km,3,317,2.7626119267037943,1.1022862933685527,3.4951271833098354,3.7386575917184532
official_station_distance_km,4,363,60.10276449508126,3.3714302779553393,452.56526182929304,7.98784614485677
record_pm10,1,1335,22.089907551094463,14.48177693991898,22.926560437398518,12.975828777085493
record_pm10,2,550,26.76331461880198,15.972317004120532,29.958925068903135,15.6723512568683
record_pm10,3,317,56.349410185770736,22.774599842567604,79.51266191521017,44.596958720910386
record_pm10,4,363,35.98506269497354,14.243290529646734,60.08960298346217,20.44478953515726
record_pm25,1,1335,22.089907551094463,14.48177693991898,22.926560437398518,12.975828777085493
record_pm25,2,550,26.76331461880198,15.972317004120532,29.958925068903135,15.6723512568683
record_pm25,3,317,56.349410185770736,22.774599842567604,79.51266191521017,44.596958720910386
record_pm25,4,363,35.98506269497354,14.243290529646734,60.08960298346217,20.44478953515726
official_pm10,1,1335,17.524569288389515,16.6,6.890439238856631,9.299999999999999
official_pm10,2,550,18.741818181818182,16.9,6.739303738223486,5.1
official_pm10,3,317,18.505993690851735,19.8,3.9157929091329278,2.900000000000002
official_pm10,4,363,18.11735537190083,18.2,6.1745056261781235,8.100000000000001
official_pm25,1,1335,9.963220973782773,8.7,3.781076888178374,3.8
official_pm25,2,550,10.219272727272728,9.3,3.249021029924639,3.999999999999999
official_pm25,3,317,10.419873817034699,11.8,2.52046813221849,3.200000000000001
official_pm25,4,363,10.743526170798896,10.3,3.279484726753054,4.5
official_pm25_to_pm10_ratio,1,1335,0.5834750716311456,0.5948275862068966,0.1261579064843787,0.17541494649928385
official_pm25_to_pm10_ratio,2,550,0.566372039636799,0.5627705627705627,0.11874874872209774,0.14754098360655743
official_pm25_to_pm10_ratio,3,317,0.5627502045165099,0.595959595959596,0.08493075895145256,0.075959595959596
official_pm25_to_pm10_ratio,4,363,0.6105915981884529,0.595959595959596,0.108104743763434,0.1748478968447662
official_pm10_minus_record_pm10,1,1335,-4.565338262704949,1.163577489366995,23.60817262338107,14.489712226680984
official_pm10_minus_record_pm10,2,550,-8.021496436983798,-0.31949590281803353,29.956336761539937,16.718789339465907
official_pm10_minus_record_pm10,3,317,-37.84341649491899,-5.310002208145507,79.28975469985485,44.05090436199937
official_pm10_minus_record_pm10,4,363,-17.867707323072715,0.565691533443669,59.20325223812362,18.76352110871126
official_pm25_minus_record_pm25,1,1335,-12.126686577311691,-5.166573524893301,23.18744058035521,13.289941411198757
official_pm25_minus_record_pm25,2,550,-16.54404189152925,-6.3633349410301285,30.0442060497048,16.770812798321522
official_pm25_minus_record_pm25,3,317,-45.929536368736024,-13.967866859050197,79.32246643698008,44.05494415210981
official_pm25_minus_record_pm25,4,363,-25.241536524174645,-4.8061507160779655,59.63688238057817,18.570994908328565
abs_pm10_gap,1,1335,13.067313749472865,7.13727796717424,20.18498054101402,11.532298817211053
abs_pm10_gap,2,550,16.167127808215135,7.556521172310362,26.4641360276917,13.042932420234989
abs_pm10_gap,3,317,44.194982539453434,11.497189144407447,75.93281827186756,30.94011109695164
abs_pm10_gap,4,363,25.898889496868385,8.57447906227286,56.15627804068639,13.026175623788863
abs_pm25_gap,1,1335,13.722692479324422,6.519172569278811,22.28007269130305,11.649145531206143
abs_pm25_gap,2,550,17.76458162790054,7.2151327791683695,29.33904018285963,15.007834455831006
abs_pm25_gap,3,317,47.024941877864265,13.967866859050197,78.6780200187852,41.906176108371966
abs_pm25_gap,4,363,26.907123390031764,5.737857116504528,58.9041561950408,15.73512392800518
official_pm_total,1,1335,27.48779026217229,24.6,10.34503883271552,11.5
official_pm_total,2,550,28.961090909090906,26.9,9.614136121117273,8.625000000000004
official_pm_total,3,317,28.925867507886434,31.6,6.195563663257302,4.800000000000001
official_pm_total,4,363,28.860881542699726,27.2,9.147840600526145,11.699999999999996
record_pm_total,1,1335,44.179815102188925,28.96355387983796,45.853120874797035,25.951657554170986
record_pm_total,2,550,53.52662923760396,31.944634008241064,59.91785013780627,31.3447025137366
record_pm_total,3,317,112.69882037154147,45.54919968513521,159.02532383042035,89.19391744182077
record_pm_total,4,363,71.97012538994709,28.486581059293467,120.17920596692434,40.88957907031452
capture_year,1,1335,2025.112359550562,2025.0,0.3158082993832628,0.0
capture_year,2,550,2025.0963636363635,2025.0,0.2950892847095828,0.0
capture_year,3,317,2025.564668769716,2026.0,0.49580031285126025,1.0
capture_year,4,363,2025.228650137741,2025.0,0.41996339394290927,0.0
capture_month,1,1335,3.191011235955056,3.0,1.2117687987386867,1.0
capture_month,2,550,3.430909090909091,3.0,1.1384794847471265,1.0
capture_month,3,317,2.9747634069400632,3.0,1.0683253017376648,1.0
capture_month,4,363,3.683195592286501,3.0,2.288170256236033,1.0
capture_dayofyear,1,1335,82.76029962546816,80.0,35.66724381779681,22.0
capture_dayofyear,2,550,89.68,85.0,32.14969758093308,32.0
capture_dayofyear,3,317,73.57728706624606,62.0,29.62070192526425,24.0
capture_dayofyear,4,363,97.36914600550965,79.0,71.92961310106213,30.5
capture_weekday,1,1335,2.200749063670412,2.0,1.4996127467498,2.0
capture_weekday,2,550,2.1563636363636363,2.0,1.6127631440102066,3.0
capture_weekday,3,317,2.2933753943217665,2.0,1.6525633356461729,2.0
capture_weekday,4,363,2.4490358126721765,2.0,1.565649833430614,2.0
