gml_id,name,latitude,longitude
STA_ES1613A,COLMENAR VIEJO,40.6646,-3.7739
STA_ES1803A,COLLADO VILLALBA,40.6339,-4.01425
STA_ES1869A,COSLADA,40.4306,-3.5424
STA_ES1565A,FUENLABRADA,40.281505,-3.800946
STA_ES1804A,GETAFE (HASTA FEBRERO 2013),40.32472222,-3.71416666
STA_ES2028A,GETAFE,40.314518,-3.716868
STA_ES1805A,GUADALIX DE LA SIERRA,40.780633333,-3.702147222
STA_ES1567A,LEGANÉS,40.3397,-3.7545
STA_ES0115A,PLAZA DE ESPAÑA,40.42416666,-3.71222222
STA_ES0118A,ESCUELAS AGUIRRE,40.42166666,-3.68222222
STA_ES0120A,RAMÓN Y CAJAL,40.45166666,-3.67722222
STA_ES0124A,ARTURO SORIA,40.44,-3.63916666
STA_ES0125A,VILLAVERDE,40.34694444,-3.705
STA_ES0126A,FAROLILLO,40.39472222,-3.73194444
STA_ES1193A,CASA DE CAMPO,40.42,-3.74916666
STA_ES1645A,BARAJAS - PUEBLO,40.47472222,-3.575
STA_ES1422A,PLAZA DEL CARMEN,40.41916666,-3.70333333
STA_ES1426A,MORATALAZ,40.40805555,-3.64527777
STA_ES1525A,CUATRO CAMINOS-PABLO IGLESIAS,40.44527777,-3.70638888
STA_ES1521A,BARRIO DEL PILAR,40.47833333,-3.71138888
STA_ES1532A,PUENTE DE VALLECAS,40.38805555,-3.65138888
STA_ES1893A,CENTRO CULTURAL ALFREDO KRAUSS,40.49083333,-3.72111111
STA_ES1894A,JUNTA MUNICIPAL DE MORATALAZ,40.39861111,-3.63694444
STA_ES1937A,MENDEZ ALVARO,40.39805555,-3.68666666
STA_ES1938A,CASTELLANA,40.43972222,-3.69027777
STA_ES1939A,RETIRO,40.40972222,-3.68555555
STA_ES1940A,PLAZA CASTILLA-CANAL,40.46583333,-3.68833333
STA_ES1941A,ENSANCHE DE VALLECAS,40.37277777,-3.61194444
STA_ES1942A,URBANIZACION EMBAJADA,40.4625,-3.58055555
STA_ES1943A,PLAZA ELÍPTICA,40.3847,-3.7186
STA_ES1944A,SANCHINARRO,40.49416666,-3.66027777
STA_ES1945A,EL PARDO,40.51805555,-3.77444444
STA_ES1946A,JUAN CARLOS I,40.465,-3.60888888
STA_ES1947A,TRES OLIVOS,40.50055555,-3.68972222
STA_ES1998A,CENTRO INTEGRADO ARGANZUELA,40.4025,-3.695
STA_ES1612A,MAJADAHONDA,40.4461,-3.8689
STA_ES1568A,MÓSTOLES,40.3242,-3.87677
STA_ES1806A,ORUSCO DE TAJUÑA,40.2876,-3.2211
STA_ES2160A,PARLA,40.23356,-3.7694
STA_ES2159A,POZUELO DE ALARCÓN,40.4491,-3.8037
STA_ES2093A,PUERTO DE COTOS,40.8251,-3.9612
STA_ES1807A,RIVAS-VACIAMADRID,40.3597,-3.5429
STA_ES2158A,LAS ROZAS,40.5014,-3.8862
STA_ES1808A,SAN MARTIN DE VALDEIGLESIAS,40.3677,-4.3981
STA_ES2161A,SAN SEBASTIAN DE LOS REYES,40.56067,-3.62562
STA_ES1752A,TORREJON DE ARDOZ,40.4495,-3.4776
STA_ES1809A,VALDEMORO,40.185241,-3.680265
STA_ES1810A,VILLA DEL PRADO,40.2479,-4.2752
STA_ES1811A,VILLAREJO DE SALVANES,40.1672,-3.2766
STA_ES1898A,CAMPILLOS,36.9623,-4.84483
STA_ES1751A,EL ATABAL,36.72956,-4.46553
STA_ES1750A,CARRANQUE,36.71964,-4.4475
STA_ES1897A,CAMPANILLAS CIFA,36.72785,-4.56095
STA_ES2031A,AVENIDA JUAN XXIII,36.7073,-4.446
STA_ES2107A,MÁLAGA-ESTE,36.7261,-4.35573
STA_ES2030A,MARBELLA ARCO,36.511,-4.863
STA_ES1627A,ALCANTARILLA,37.9745,-1.2321
STA_ES1882A,CARAVACA,38.1147,-1.8687
STA_ES0651A,ALUMBRES,37.602032,-0.914361
STA_ES1423A,LA ALJORRA,37.6925,-1.0659
STA_ES1921A,MOMPEAN,37.6018,-0.9762
STA_ES2007A,VALLE DE ESCOMBRERAS,37.5744,-0.926543
STA_ES2183A,JUMILLA,38.4717,-1.3285
STA_ES1569A,LORCA,37.687837,-1.702782
STA_ES2170A,MOLINA DE SEGURA,38.057373,-1.204813
STA_ES1633A,SAN BASILIO,37.9923,-1.1459
STA_ES2173A,RONDA SUR,37.9701,-1.1277
STA_ES1749A,ALSASUA,42.898,-2.173
STA_ES1662A,FUNES,42.307,-1.81
STA_ES2068A,LEITZA,43.082,-1.913
STA_ES2082A,OLITE,42.49,-1.656
STA_ES1472A,ITURRAMA,42.806,-1.653
STA_ES1740A,PLAZA DE LA CRUZ,42.8122,-1.64
STA_ES1747A,ROTXAPEA,42.826,-1.651
STA_ES2108A,FELISA MUNARRIZ,42.807,-1.644
STA_ES2168A,UPNA,42.792,-1.63
STA_ES1755A,SANGUESA,42.579,-1.284
STA_ES1661A,TUDELA,42.074,-1.628
STA_ES2094A,TUDELA II,42.06,-1.601
STA_ES2085A,XINZO DE LIMIA,42.0607,-7.7299
STA_ES2014A,LAZA,42.0616,-7.4089
STA_ES1096A,GOMEZ FRANQUEIRA,42.353,-7.8779
STA_ES0879A,LLARANES,43.5503,-5.8989
STA_ES0880A,LLANOPONTE,43.5512,-5.9197
STA_ES1320A,MATADERO,43.5792,-5.9273
STA_ES1424A,PLAZA DE LA GUITARRA,43.5589,-5.9275
STA_ES2054A,SALINAS,43.5705,-5.9583
STA_ES2186A,JARDÍN DE CANTOS,43.568,-5.9244
STA_ES1432A,CANGAS DEL NARCEA,43.1788,-6.5527
STA_ES1270A,HERMANOS FELGUEROSO,43.5352,-5.6583
STA_ES1271A,ARGENTINA,43.5388,-5.6989
STA_ES1272A,CONSTITUCIÓN,43.5299,-5.6735
STA_ES1358A,AVENIDA DE CASTILLA,43.5378,-5.6461
STA_ES1974A,MONTEVIL,43.5166,-5.6707
STA_ES2069A,SANTA BÁRBARA,43.5229,-5.6895
STA_ES2132A,EL LAUREDAL,43.5427,-5.7093
STA_ES0824A,MERIÑÁN,43.3069,-5.7057
STA_ES0825A,LA FELGUERA,43.3067,-5.6897
STA_ES1353A,SAMA I,43.2941,-5.6796
STA_ES0008R,NIEMBRO,43.43917,-4.849722
STA_ES1651A,JARDINES DE JUAN XXIII,43.2561,-5.7759
STA_ES1268A,PLAZA DE TOROS,43.3583,-5.8664
STA_ES1269A,PALACIO DE DEPORTES,43.3665,-5.833
STA_ES1378A,TRUBIA,43.34296,-5.98566
STA_ES1572A,PURIFICACIÓN TOMÁS,43.3727,-5.8728
STA_ES2075A,TRUBIA PISCINAS,43.3457,-5.9697
STA_ES1433A,BLIMEA,43.2757,-5.596
STA_ES1363A,LUGONES,43.4036,-5.8108
STA_ES2051A,LUGONES INSTITUTO,43.4015,-5.8028
STA_ES2083A,SOMIEDO,43.0696,-6.1926
STA_ES1832A,CEMENTOS PORTLAND 1,41.93277777,-4.47
STA_ES1833A,CEMENTOS PORTLAND 2,41.94805555,-4.46583333
STA_ES1287A,GUARDO,42.79527777,-4.84083333
STA_ES1922A,PALENCIA 3,42.0194,-4.5383
STA_ES0365A,VILLALBA DE GUARDO,42.7036,-4.8272
STA_ES1298A,RENAULT 4,41.9614,-4.4944
STA_ES1745A,AGÜIMES,27.897639,-15.445028
STA_ES1744A,ARINAGA,27.8691,-15.3872
STA_ES2187A,OBSERVATORIO TEMISAS,27.8998,-15.50793
STA_ES1863A,ARRECIFE,28.97699,-13.547584
STA_ES1955A,CIUDAD DEPORTIVA-ARRECIFE,28.96787,-13.555856
STA_ES1952A,POLIDEPORTIVO AFONSO-ARUCAS,28.111266,-15.520924
STA_ES0873A,JINÁMAR III FASE,28.03512,-15.41631
STA_ES1451A,NÉSTOR ÁLAMO,28.03156,-15.40914
STA_ES1573A,MERCADO CENTRAL,28.133732,-15.432823
STA_ES1953A,PARQUE LAS REHOYAS- LAS PALMAS DE GC,28.107452,-15.430123
STA_ES2097A,SAN NICOLÁS,28.1033,-15.4228
STA_ES2188A,LA ISLETA,28.15106,-15.42905
STA_ES1865A,CENTRO DE ARTE JUAN ISMAEL,28.500255,-13.852395
STA_ES1866A,PARQUE DE LA PIEDRA,28.50276174,-13.85369942
STA_ES1978A,CASA PALACIO-PUERTO DEL ROSARIO,28.49838,-13.86083
STA_ES2002A,TEFÍA-PUERTO DEL ROSARIO,28.52722,-14.00444
STA_ES2025A,EL CHARCO-PTO DEL ROSARIO,28.50616,-13.84898
STA_ES2116A,EDIFICIO POLIVALENTE-PORTÁTIL 5,28.502,-13.848
STA_ES1742A,SAN AGUSTÍN,27.77259736,-15.54188043
STA_ES1741A,PLAYA DEL INGLÉS,27.7637,-15.5639
STA_ES1763A,CASTILLO DEL ROMERAL,27.801278,-15.461157
STA_ES1977A,CAMPING TEMISAS-STA LUCÍA DE T.,27.89833,-15.48833
STA_ES2113A,ITC,27.8155,-15.4276
STA_ES1864A,COSTA TEGUISE,28.99031,-13.51655
STA_ES2080A,LAS CALETAS-TEGUISE,28.98287,-13.51403
STA_ES0886A,PEDRO LEZCANO,28.029852,-15.416086
STA_ES1919A,PARQUE DE SAN JUAN-TELDE,28.003645,-15.411851
STA_ES2004A,LA LOMA-TELDE,28.026317,-15.414657
STA_ES2084A,LALÍN,42.6563,-8.1071
STA_ES1464A,MOLLABAO,42.4219,-8.6569
STA_ES1366A,AREEIRO,42.4047,-8.6703
STA_ES2061A,CAMPOLONGO,42.425932,-8.643995
STA_ES0961A,CAMPELO,42.4275,-8.6769
STA_ES2015A,PONTEAREAS,42.1814,-8.5239
STA_ES1137A,ARENAL,42.219,-8.7421
STA_ES1440A,ESTACION 1 (ESTE),42.21028,-8.73694
STA_ES1439A,ESTACION 2 (OESTE),42.2029,-8.747
STA_ES2063A,LOPE DE VEGA,42.2224,-8.7111
STA_ES1990A,EL MAILLO,40.56972222,-6.22388888
STA_ES1618A,SALAMANCA 5,40.9792,-5.6653
STA_ES1889A,SALAMANCA 6,40.96083333,-5.63972222
STA_ES2165A,SALAMANCA-B(A)P,40.9615,-5.6518
STA_ES1920A,LA HIDALGA-ARAFO,28.33722,-16.39972
STA_ES1769A,SAN MIGUEL DE TAJAO,28.111373,-16.471625
STA_ES1768A,GALLETAS,28.007738,-16.655913
STA_ES1767A,BUZANADA,28.0726,-16.653
STA_ES1766A,EL RÍO,28.145093,-16.523687
STA_ES1979A,LA GRAMA-BREÑA ALTA,28.667712,-17.775553
STA_ES1956A,SAN ANTONIO-BREÑA BAJA,28.645396,-17.771554
STA_ES1756A,CALETILLA,28.376713,-16.361928
STA_ES1764A,IGUESTE,28.380537,-16.371986
STA_ES1772A,BARRANCO HONDO,28.393408,-16.3581
STA_ES2022A,DEPÓSITO LA GUANCHA-CANDELARIA,28.38016,-16.36833
STA_ES2149A,UNIDAD MOVIL FUENCALIENTE,28.494,-17.843
STA_ES1762A,MÉDANO,28.047332,-16.536049
STA_ES1761A,SAN ISIDRO,28.080007,-16.559855
STA_ES1760A,GRANADILLA,28.112486,-16.577577
STA_ES2147A,UNIDAD MOVIL LOS LLANOS,28.65667,-17.91056
STA_ES2148A,UNIDAD MOVIL EL PASO,28.65278,-17.88056
STA_ES2150A,UNIDAD MOVIL PUNTAGORDA,28.766,-17.98
STA_ES1954A,BALSA DE ZAMORA-LOS REALEJOS,28.383096,-16.57067
STA_ES2023A,LAS BALSAS-S.ANDRÉS Y SAUCES,28.8051,-17.78255
STA_ES2044A,RESIDENCIA ESCOLAR-SS GOMERA,28.09905,-17.12051
STA_ES2053A,LAS GALANAS -SS GOMERA,28.09012,-17.1181
STA_ES2073A,EL CALVARIO-SS GOMERA,28.09148,-17.11573
STA_ES2117A,CENTRO DE VISITANTES,28.0892,-17.1126
STA_ES1980A,EL PILAR-STA CRUZ DE LA PALMA,28.685983,-17.764587
STA_ES1131A,TOME CANO,28.4616,-16.2623
STA_ES1759A,CASA CUNA,28.451022,-16.277692
STA_ES1976A,VUELTA LOS PÁJAROS-STA CRUZ DE TF,28.461788,-16.27662
STA_ES1975A,DEPÓSITO TRISTÁN-STA CRUZ DE TF,28.45816,-16.278776
STA_ES2000A,PISCINA MUNICIPAL-STA CRUZ DE TF,28.457954,-16.26333
STA_ES2003A,TENA ARTIGAS-STA CRUZ DE TENERIFE,28.455375,-16.27675
STA_ES2020A,GARCÍA ESCÁMEZ-STA CRUZ DE TF,28.45666,-16.271836
STA_ES2021A,PARQUE LA GRANJA-STA CRUZ DE TF,28.46301,-16.26488
STA_ES2038A,TIO PINO-STA CRUZ DE TENERIFE,28.459314,-16.270206
STA_ES2056A,PARQUE BOMBEROS-STA CRUZ DE TF,28.45836,-16.26094
STA_ES2057A,LOS DRAGOS-STA CRUZ DE TF,28.45987,-16.26729
STA_ES2059A,CHAMBERÍ-STA CRUZ DE TF,28.45027,-16.27381
STA_ES2074A,PALMETUM,28.47544,-16.25853
STA_ES2114A,BOMBEROS-PORTATIL 3,28.4583,-16.2609
STA_ES2115A,AGENCIA TRIBUTARIA-PORTATIL 2,28.4631,-16.2484
STA_ES2024A,ECHEDO-VALVERDE,27.831766,-17.921671
STA_ES1576A,ESTACIÓN DEL MEDITERRANEO,43.40444,-3.84194
STA_ES1577A,PARQUE DE CROSS,43.42083,-3.84111
STA_ES1578A,CASTRO URDIALES,43.3825,-3.22056
STA_ES1579A,LOS CORRALES DE BUELNA,43.26444,-4.06278
STA_ES1530A,REINOSA,43.01194,-4.13556
STA_ES1529A,TETUÁN,43.46778,-3.79028
STA_ES1580A,SANTANDER CENTRO,43.46056,-3.80861
STA_ES1531A,LOS TOJOS,43.15333,-4.25306
STA_ES1038A,ZAPATÓN,43.34639,-4.06417
STA_ES1037A,BARREDA,43.3675,-4.04278
STA_ES1039A,ESCUELA DE MINAS,43.35583,-4.06361
STA_ES2098A,CANTALEJO,41.2559,-3.9221
STA_ES2105A,COCA,41.21472,-4.52028
STA_ES1967A,SEGOVIA 2,40.95555555,-4.11055555
STA_ES1640A,ALCALÁ DE GUADAIRA,37.34246,-5.83372
STA_ES2178A,LA LIEBRE 2,37.35944,-5.86911
STA_ES1653A,DOS HERMANAS,37.28449,-5.91384
STA_ES1860A,COBRE LAS CRUCES,37.55502,-6.03616
STA_ES1630A,ALJARAFE,37.34075,-6.04246
STA_ES1654A,SIERRA NORTE,37.99435,-5.66687
STA_ES0890A,TORNEO,37.39452,-6.0031
STA_ES0817A,LA RANILLA,37.38425,-5.95962
STA_ES1450A,SANTA CLARA,37.39831,-5.95165
STA_ES1425A,PRINCIPES,37.37525,-6.00558
STA_ES1519A,SAN JERÓNIMO,37.42986,-5.98039
STA_ES1638A,BERMEJALES,37.34719,-5.97963
STA_ES1644A,CENTRO,37.38808,-5.99149
STA_ES2175A,ALMAZAN,41.48311,-2.5266
STA_ES1991A,MURIEL DE LA FUENTE,41.72361111,-2.85694444
STA_ES2180A,ÓLVEGA,41.778,-1.9847
STA_ES1643A,SORIA,41.7667,-2.4667
STA_ES2009A,ALCANAR (DEPURADORA),40.5778,0.5468
STA_ES2017A,ALCANAR (LLAR DE JUBILATS),40.552819474,0.529982528
STA_ES2091A,ALCANAR (EB04 - MONTECARLO),40.57987,0.55352
STA_ES1812A,ALCOVER (MESTRAL),41.278381095,1.179916582
STA_ES1909A,L'AMETLLA DE MAR (ESCOLA NÀUTICA),40.880656635,0.799176536
STA_ES1930A,L'AMETLLA DE MAR (DEIXALLERIA),40.902692904,0.809795431
STA_ES1215A,AMPOSTA (SANT DOMÈNEC - ITÀLIA),40.7067,0.5817
STA_ES1408A,L'ARBOÇ (CEIP SANT JULIÀ),41.2681,1.595
STA_ES1754A,LA SÉNIA (REPETIDOR),40.643004752,0.288445976
STA_ES1123A,CONSTANTÍ (GAUDÍ),41.154923544,1.217717688
STA_ES1379A,GANDESA (CREU ROJA),41.058203798,0.439711691
STA_ES1813A,ELS GUIAMETS (CAMP DE FUTBOL),41.100692784,0.755100288
STA_ES1122A,PERAFORT (PUIGDELFÍ),41.193587241,1.236702825
STA_ES1208A,REUS (EL TALLAPEDRA),41.150778895,1.120171923
STA_ES1124A,TARRAGONA (SANT SALVADOR),41.159450058,1.239703719
STA_ES1120A,TARRAGONA (BONAVISTA),41.115880526,1.191975478
STA_ES1312A,TARRAGONA (UNIVERSITAT LABORAL),41.103677887,1.200765062
STA_ES1506A,TARRAGONA (DARP),41.122896353,1.246696221
STA_ES1666A,TARRAGONA (PARC DE LA CIUTAT),41.117387934,1.241649688
STA_ES2071A,TARRAGONA (SALUT),41.120064,1.254472
STA_ES1888A,TORTOSA (CAP EL TEMPLE),40.8058,0.5211
STA_ES1854A,VANDELLÒS I L'HOSPITALET DE L'INFANT (ELS DEDALTS),41.00821168,0.831084709
STA_ES1855A,VANDELLÒS I L'HOSPITALET DE L'INFANT (VIVER),41.009505689,0.912875859
STA_ES1948A,VANDELLÒS I L'HOSPITALET DE L'INFANT (BARRANC DEL TERME),40.939553197,0.831336974
STA_ES1117A,VILA-SECA (RENFE),41.1121,1.1518
STA_ES2109A,VILA-SECA (IES VILA-SECA),41.10243,1.14955
STA_ES0324A,ESTANCA,41.05306,-0.17806
STA_ES1881A,PUIGMORENO,41.10583,-0.25389
STA_ES1966A,ALCAÑIZ CAPUCHINOS,41.05417,-0.13889
STA_ES0316A,MONAGREGA,40.94667,-0.29083
STA_ES2070A,MONAGREGAGRAV,40.94667,-0.29083
STA_ES1879A,CASTELNOU,41.22528,-0.36472
STA_ES0813A,LA CEROLLERA,40.8419,-0.0575
STA_ES1421A,TERUEL,40.33639,-1.10667
STA_ES1963A,ESTACIÓN DE LA SAGRA (ILLESCAS),40.1192,-3.8328
STA_ES0001R,SAN PABLO DE LOS MONTES,39.546333,-4.350417
STA_ES1859A,TALAVERA DE LA REINA,39.9586,-4.8457
STA_ES2136A,TALAVERA DE LA REINA - PÍO XII,39.9638,-4.8257
STA_ES1818A,TOLEDO2,39.8681,-4.0208
STA_ES2137A,LOS YÉBENES,39.5769,-3.8652
STA_ES1911A,ALBALAT DELS TARONGERS,39.70527777,-0.33666666
STA_ES1617A,ALZIRA,39.15,-0.45777777
STA_ES2018A,ALGAR DE PALÀNCIA,39.78222222,-0.35916666
STA_ES1709A,BENIGANIM,38.93472222,-0.44138888
STA_ES1886A,BUÑOL CEMEX,39.42722222,-0.78388888
STA_ES1625A,BURJASSOT - FACULTATS,39.50944444,-0.41777777
STA_ES1670A,CAUDETE DE LAS FUENTES,39.55861111,-1.28138888
STA_ES2001A,CORTES DE PALLÁS,39.26083333,-0.93444444
STA_ES1181A,QUART DE POBLET,39.48111111,-0.44722222
STA_ES1182A,GANDÍA,38.96666666,-0.19
STA_ES1711A,ONTINYENT,38.78805555,-0.69722222
STA_ES1826A,PATERNA-CEAM,39.55138888,-0.46083333
STA_ES1185A,SAGUNT PORT,39.66722222,-0.23472222
STA_ES1765A,SAGUNT-NORD,39.68472222,-0.27888888
STA_ES1884A,SAGUNT CEA,39.63416666,-0.26583333
STA_ES1917A,TORREBAJA,40.09944444,-1.25388888
STA_ES2055A,TORRENT-EL VEDAT,39.42528,-0.4825
STA_ES1239A,VALÈNCIA-PISTA DE SILLA,39.45611111,-0.37583333
STA_ES1619A,VALÈNCIA-VIVERS,39.47805555,-0.36833333
STA_ES1885A,VALÈNCIA-POLITÈCNIC,39.4803,-0.3364
STA_ES1912A,VALÈNCIA - AVD. FRANCIA,39.4575,-0.34277777
STA_ES1926A,VALÈNCIA - MOLÍ DEL SOL,39.4811,-0.4083
STA_ES1970A,VALÈNCIA - BULEVARD SUD,39.45027777,-0.39638888
STA_ES2052A,VALENCIA-ALBUFERA,39.31556,-0.31861
STA_ES2095A,VALÈNCIA-CENTRE,39.44833,-0.37647
STA_ES2163A,VALÈNCIA OLIVERETA,39.46922,-0.40605
STA_ES2019A,VILAMARXANT,39.56472222,-0.62555555
STA_ES1671A,VILLAR DEL ARZOBISPO,39.70805555,-0.83194444
STA_ES0012R,ZARRA,39.08278,-1.100833
STA_ES2096A,ISCAR,41.36134,-4.5321
STA_ES1162A,MEDINA DEL CAMPO,41.31638888,-4.90916666
STA_ES2169A,OLMEDO,41.28389,-4.68465
STA_ES1354A,RENAULT 1,41.6,-4.7325
STA_ES1355A,MOTORES,41.60416666,-4.72888888
STA_ES1356A,CARROCERÍAS,41.61277777,-4.74083333
STA_ES1596A,ENERGYWORKS-VA 1,41.66638888,-4.715
STA_ES1597A,ENERGYWORKS-VA 2,41.68333333,-4.74111111
STA_ES1631A,ARCO DE LADRILLO II,41.6456,-4.7303
STA_ES1632A,VEGA SICILIA,41.6206,-4.7467
STA_ES1636A,PUENTE REGUERAL,41.6561,-4.7339
STA_ES2010A,LA RUBIA II,41.63,-4.74055555
STA_ES2042A,VALLADOLID SUR,41.6142,-4.7722
STA_ES0588A,ABANTO,43.32052,-3.07414
STA_ES2124A,LAS CARRERAS,43.31962,-3.0974
STA_ES2125A,ZELAIETA,43.21901,-2.73453
STA_ES1351A,ARRIGORRIAGA,43.20964,-2.88618
STA_ES1712A,BARAKALDO,43.2984,-2.9871
STA_ES2058A,CASTREJANA,43.25811,-2.97344
STA_ES0805A,BASAURI,43.2411,-2.8837
STA_ES1713A,PARQUE EUROPA,43.2549,-2.9023
STA_ES0041A,DIRECCIÓN DE SALUD,43.25883,-2.94565
STA_ES1244A,MAZARREDO,43.2675,-2.9352
STA_ES2126A,ARRAIZ,43.24558,-2.96048
STA_ES1490A,DURANGO,43.16832,-2.63794
STA_ES0905A,GETXO,43.35416666,-3.01333333
STA_ES2129A,ALGORTA,43.3621,-3.0228
STA_ES1650A,LEMONA,43.21111111,-2.77861111
STA_ES2104A,URKIOLA,43.10049,-2.65088
STA_ES1491A,MUNDAKA,43.40592,-2.70318
STA_ES0587A,MUSKIZ,43.32074,-3.11272
STA_ES2123A,SAN JULIAN,43.33275,-3.11298
STA_ES0104A,NAUTICA,43.32277777,-3.02222222
STA_ES1434A,SERANTES,43.33446,-3.06297
STA_ES2127A,SANTURCE,43.33306,-3.04256
STA_ES2128A,SESTAO,43.30776,-2.99596
STA_ES1598A,ZALLA,43.21291,-3.1344
STA_ES0110A,ERANDIO,43.30268,-2.97724
STA_ES0333A,ESCUELAS PÚBLICAS,43.30833333,-2.97361111
STA_ES1595A,SANGRONIZ,43.29846,-2.93038
STA_ES2130A,ZIERBANA,43.35307,-3.08099
STA_ES0013R,PEÑAUSENDE,41.23889,-5.897417
STA_ES1927A,ZAMORA 2,41.50972222,-5.74638888
STA_ES1418A,ALAGÓN,41.7628,-1.1433
STA_ES1400A,BUJARALOZ,41.5056,-0.1519
STA_ES2162A,CALATAYUD,41.35457,-1.65257
STA_ES1848A,CASPE,41.22889,-0.03139
STA_ES1130A,ESCATRÓN,41.286926,-0.326888
STA_ES1034A,NUCLEAR,41.27972222,-0.21888888
STA_ES1033A,SÁSTAGO,41.32111111,-0.36333333
STA_ES1044A,EL PICARRAL,41.67028,-0.87111
STA_ES1047A,ROGER DE FLOR,41.6514,-0.9161
STA_ES1090A,JAIME FERRÁN,41.67417,-0.86417
STA_ES1641A,RENOVALES,41.63528,-0.89361
STA_ES1836A,LAS FUENTES,41.64222,-0.86194
STA_ES1837A,CENTRO,41.64833,-0.88389
STA_ES2064A,AVENIDA SORIA,41.65917,-0.9068
STA_ES2089A,ACTUR,41.6752,-0.8869
STA_ES2195A,PIGNATELLI,41.6541,-0.890645
STA_ES2100A,PUERTO ESPAÑA,35.893,-5.3147
STA_ES2154A,SSOO,35.27306,-2.94083
STA_ES2155A,ETAP,35.3097,-2.9569
