feature,random_forest_importance,logistic_abs_mean_coefficient
official_station_id=STA_ES1577A,0.0004959719180730302,0.04745080526265814
official_station_id=STA_ES1837A,0.0004928095827368092,0.13478679865640641
official_station_id=STA_ES2051A,0.0004927716121075512,0.04266377153085458
official_station_id=STA_ES1882A,0.0004839550397617465,0.08193125660750779
official_station_id=STA_ES0010R,0.00047989273390514937,0.13123071168266476
official_station_id=STA_ES1442A,0.0004524404793962367,0.1186446352562918
official_station_id=STA_ES1494A,0.00043980297951330964,0.1431090419314879
official_station_id=STA_ES2127A,0.000430984432312384,0.14471637269126433
official_station_id=STA_ES1038A,0.0004298279675587473,0.07482327852611285
official_station_id=STA_ES1601A,0.00041816434649945684,0.07524800180991974
official_station_id=STA_ES1713A,0.0004169687990534188,0.039722408134431834
official_station_id=STA_ES2019A,0.0004124106755699726,0.13967085066433052
official_station_id=STA_ES1595A,0.0004035478133329418,0.14348886857922769
official_station_id=STA_ES1532A,0.000362715696042581,0.09306470024098797
official_station_id=STA_ES2136A,0.0003400035955245844,0.12398221543144695
official_station_id=STA_ES1349A,0.00032437078336563244,0.08798053457664871
official_station_id=STA_ES2063A,0.0003175760040245086,0.12248248149134311
official_station_id=STA_ES1613A,0.00031285538891552545,0.04213191896629462
official_station_id=STA_ES1490A,0.00030240398419129386,0.089045169401004
official_station_id=STA_ES1353A,0.00029833726574797357,0.07792919089861948
official_station_id=STA_ES1269A,0.00029487656567139017,0.13273282959477162
official_station_id=STA_ES1611A,0.0002877286228199687,0.16622200509585924
official_station_id=STA_ES2123A,0.00026467161563786216,0.12045759291604487
official_station_id=STA_ES2125A,0.0002622373956517316,0.04484870438262739
official_station_id=STA_ES2128A,0.0002567401197826335,0.10161016356336088
official_station_id=STA_ES1963A,0.00024649682678850953,0.040196075884025885
official_station_id=STA_ES1417A,0.00022170019202960695,0.10142749660906775
official_station_id=STA_ES1687A,0.00022162983758090534,0.0975221871735143
official_station_id=STA_ES2132A,0.00020099257078659303,0.11327903971952442
official_station_id=STA_ES1976A,0.0001758768989746107,0.05886862054057775
official_station_id=STA_ES1941A,0.00017503992365948138,0.03730102538655949
capture_season=summer,0.00017406362540080129,0.0577359433341433
official_station_id=STA_ES1985A,0.0001611403567247568,0.11959314709456148
official_station_id=STA_ES1258A,0.000160266187034336,0.09641968565494595
official_station_id=STA_ES2122A,0.00015639836742775915,0.06360045860851606
official_station_id=STA_ES1529A,0.0001562875085279693,0.1251811043405632
official_station_id=STA_ES0587A,0.00015501466298784516,0.10254824629191915
official_station_id=STA_ES2064A,0.00015315363756688948,0.08146973418714225
official_station_id=STA_ES1644A,0.000152850791822457,0.11452454489400797
official_station_id=STA_ES2024A,0.000152177697062442,0.10639230345705257
official_station_id=STA_ES2075A,0.00015170517950654133,0.08718669191304405
official_station_id=STA_ES2015A,0.0001510487184648656,0.06166076869647282
official_station_id=STA_ES2170A,0.0001443781706953053,0.0627952755160754
official_station_id=STA_ES2150A,0.0001424230810979826,0.15228604540327417
official_station_id=STA_ES1492A,0.00013412187374753202,0.08388898952960598
official_station_id=STA_ES0120A,0.00013194009030351685,0.08202099514208415
official_station_id=STA_ES1137A,0.0001185101212319337,0.06770698648095523
official_station_id=STA_ES1363A,8.160280162632205e-05,0.06500006948369373
official_station_id=STA_ES2005A,6.199793224088885e-05,0.07931991988470939
official_station_id=STA_ES0825A,4.730984841230897e-05,0.062385328452389144
official_station_id=STA_ES1443A,4.2253674126622393e-05,0.04624913638964678
official_station_id=STA_ES1834A,3.6291293955782705e-05,0.07629746760226007
official_station_id=STA_ES1160A,3.5591195655770474e-05,0.07328120271581942
official_station_id=STA_ES1594A,3.490904618004755e-05,0.05813240126326825
official_station_id=STA_ES1797A,3.2672655576133264e-05,0.06208318115910879
official_station_id=STA_ES2109A,3.092735992448503e-05,0.0552245120177861
official_station_id=STA_ES2131A,2.4111294167796818e-05,0.057160645214671534
official_station_id=STA_ES1627A,1.980280260750108e-05,0.045331732634436316
official_station_id=STA_ES1918A,1.9293153421660592e-05,0.08126346467012575
official_station_id=STA_ES0824A,1.6952207626248882e-05,0.05012576606216825
official_station_id=STA_ES2161A,1.6641332828971725e-05,0.1067248585094921
official_station_id=STA_ES0006R,1.5988967969232112e-05,0.08189646848858141
official_station_id=STA_ES2006A,1.589086965386593e-05,0.05012793874780963
official_station_id=STA_ES1741A,1.2323682565050534e-05,0.09687700273163842
official_station_id=STA_ES2087A,1.1847099910990477e-05,0.04457581728925916
official_station_id=STA_ES1175A,1.0154460319039028e-05,0.044459387890909585
official_station_id=STA_ES1709A,1.0037395658082326e-05,0.05562997263324965
official_station_id=STA_ES1564A,8.206779499815792e-06,0.06662908236258902
official_station_id=STA_ES1624A,7.1156319390374575e-06,0.04254896474248019
