feature,random_forest_importance,logistic_abs_mean_coefficient
longitude,0.07198061407229953,0.18568139559542077
latitude,0.07062768734221037,0.20190876303387614
capture_dayofyear,0.06584147806831547,0.13670683534831649
official_station_distance_km,0.06040897580460984,0.24281190516268913
record_pm10,0.0597779213927313,0.15062114652928088
abs_pm25_gap,0.05806534450907354,0.3776626549104154
record_pm25,0.05786719561171984,0.10643069266935391
official_pm10_minus_record_pm10,0.0574051913704593,0.1501312246363835
record_pm_total,0.05723739268393524,0.1285255922829234
official_pm25_minus_record_pm25,0.05715940038485292,0.11328003253164444
abs_pm10_gap,0.05652276191839312,0.09215193855951537
official_pm25_to_pm10_ratio,0.030018824869998822,0.2417932891074235
capture_weekday,0.029127941463934347,0.029903475363945626
official_pm25,0.027685323138943042,0.1207103306571435
official_pm10,0.02719618568804717,0.07726055772690384
capture_year,0.0271340033751671,0.4276943507759121
official_pm_total,0.025334121144873566,0.0918011346401099
capture_month,0.020881124185329517,0.16412346624788374
station_distance_band=1_to_3km,0.006903189602688491,0.07534748307760565
station_distance_band=3_to_10km,0.006849071346212403,0.1354127463215563
station_distance_band=under_1km,0.006813020555329343,0.16373505840272812
capture_season=spring,0.00570665694341078,0.058118479005734275
capture_season=winter,0.005609851457836843,0.057434759910192396
official_pm25_band=low,0.0047064569013867755,0.05353424526573675
official_pm25_band=moderate,0.004637150257075205,0.05353424526573675
station_distance_band=over_10km,0.004495978267861487,0.1880122428777793
official_pm10_band=moderate,0.0042815353594905904,0.06458011685009472
official_station_id=STA_ES1868A,0.004223414107246831,0.24421819979164208
official_pm10_band=low,0.0041443196667241425,0.06458011685009311
official_station_id=STA_ES1244A,0.0037991578985557494,0.14778855804051158
official_station_id=STA_ES2173A,0.0036898753644426,0.19518697723579104
official_station_id=STA_ES1037A,0.003617772417947377,0.2215033136847285
official_station_id=STA_ES0041A,0.0034596927638324312,0.15217099794676067
capture_season=autumn,0.0034545830012024962,0.20115649525458448
official_station_id=STA_ES1378A,0.002939260769545011,0.1732178699096846
official_station_id=STA_ES1346A,0.0027958983546262006,0.22186175438095643
official_station_id=STA_ES1633A,0.002563225583859594,0.22566798508752015
official_station_id=STA_ES1580A,0.0020004084268330177,0.08271036818234921
official_station_id=STA_ES0333A,0.0019855589557756168,0.09653072768699374
official_station_id=STA_ES1598A,0.0018799418053787357,0.12572012438429883
official_station_id=STA_ES1818A,0.0016287436800624796,0.17644716600109447
official_station_id=STA_ES1593A,0.00161206858838841,0.4323525389201137
official_station_id=STA_ES0905A,0.0016000924363934947,0.14956899507321872
official_station_id=STA_ES0104A,0.0015336364200756157,0.2548166422120335
official_station_id=STA_ES1621A,0.0014340908799524862,0.3474390263296369
official_station_id=STA_ES2129A,0.001427983713780786,0.07629376193607389
official_station_id=STA_ES1569A,0.0013323171372501656,0.0497488072204586
official_station_id=STA_ES1836A,0.0013057662992269497,0.044595771155181506
official_station_id=STA_ES2103A,0.00119913262706275,0.11746339774489012
official_station_id=STA_ES1387A,0.0011850364312670115,0.0826554321679206
official_station_id=STA_ES1662A,0.00116872675334989,0.3122508563991447
official_station_id=STA_ES0805A,0.0011657902696658917,0.0898257043458645
official_station_id=STA_ES0110A,0.0011617543977631463,0.0758925269059292
official_station_id=STA_ES2058A,0.0011598963330482959,0.017464053355703335
official_station_id=STA_ES1650A,0.0011231373291774576,0.18282095261693554
official_station_id=STA_ES2158A,0.0010454838565389073,0.1498719715442669
official_station_id=STA_ES1090A,0.0010028595094295953,0.061893334678780915
official_station_id=STA_ES1578A,0.0010022487337410077,0.08721914472824595
official_station_id=STA_ES1163A,0.0009967515969403894,0.24968121143573607
record_pm25_to_pm10_ratio,0.0009684656656307329,0.09565877633518938
official_station_id=STA_ES2054A,0.0009385094772280083,0.2380450697132428
official_station_id=STA_ES1268A,0.000904021593180658,0.08451426812146967
official_station_id=STA_ES1831A,0.0008763465480306032,0.13378204192592966
official_station_id=STA_ES1712A,0.0007957399881304953,0.03147249387149216
official_station_id=STA_ES1358A,0.0007918319648188794,0.06859513182917835
official_station_id=STA_ES1174A,0.0007915632342856035,0.1505598017642836
official_station_id=STA_ES1271A,0.0007655811526334977,0.06029035398640714
official_station_id=STA_ES1572A,0.0007599356962889203,0.054796883510480454
official_station_id=STA_ES1747A,0.0006820111579434642,0.0794187617960312
official_station_id=STA_ES1673A,0.0006798147938541381,0.05712950193267775
official_station_id=STA_ES1894A,0.0006570570187085854,0.02028876018691934
official_station_id=STA_ES1044A,0.0006494010979579908,0.11805729702516671
official_station_id=STA_ES1496A,0.0005969170845264546,0.21371031859131898
official_station_id=STA_ES1641A,0.0005265764790267701,0.1451886355928981
