variable,cluster_label,category,observed_count,expected_count,pearson_residual
official_station_id,2,STA_ES0041A,42,10.961598138091544,9.374808681835827
capture_season,3,autumn,33,7.645461598138091,9.169673086894239
official_station_id,2,STA_ES1244A,53,18.22187742435997,8.147222431650585
official_station_id,3,STA_ES1378A,23,5.096974398758728,7.929945573812556
official_station_id,2,STA_ES0104A,14,2.5624515128006204,7.145047495137796
official_station_id,2,STA_ES0905A,17,3.5589604344453063,7.124777061274614
official_station_id,2,STA_ES1650A,8,1.1388673390224981,6.429234217628569
official_station_id,2,STA_ES2173A,16,3.843677269200931,6.200529294682232
official_station_id,2,STA_ES1037A,10,1.8506594259115594,5.990446808898472
official_station_id,2,STA_ES2127A,6,0.8541505042668736,5.567880159346511
official_station_id,2,STA_ES1595A,7,1.1388673390224981,5.492182780889172
capture_season,2,winter,126,78.72420480993019,5.328251320472024
official_station_id,3,STA_ES1346A,51,24.635376260667183,5.311803219751511
official_station_id,2,STA_ES2123A,5,0.7117920868890613,5.082755934599238
official_station_id,1,STA_ES0041A,16,52.95616757176106,-5.078420448689088
official_station_id,1,STA_ES1244A,42,88.03103180760279,-4.906059532096597
official_station_id,2,STA_ES0805A,11,2.9895267649340576,4.632942932418264
station_distance_band,2,over_10km,16,47.40535298681148,-4.561314175574722
official_station_id,2,STA_ES1868A,0,19.50310318076028,-4.416231785216926
official_station_id,3,STA_ES1868A,2,23.276183087664858,-4.409992354798742
official_pm25_band,2,moderate,217,162.00387897595036,4.320851616552589
station_distance_band,2,under_1km,168,121.43173002327386,4.2259466775486
official_station_id,1,STA_ES1868A,135,94.22071373157486,4.201132949486832
official_station_id,3,STA_ES1593A,0,14.951124903025601,-3.866668450103474
official_pm25_band,2,low,150,204.99612102404964,-3.8411320481038693
official_station_id,2,STA_ES2158A,6,1.4235841737781225,3.8356052394015627
official_station_id,2,STA_ES1633A,29,14.520558572536851,3.799794824956811
official_station_id,1,STA_ES0905A,2,17.19356089992242,-3.664178780298387
official_station_id,1,STA_ES2173A,3,18.569045771916215,-3.6129936815455683
capture_season,1,autumn,11,30.948409619860357,-3.58582515269513
official_station_id,1,STA_ES0104A,0,12.379363847944143,-3.5184320155353497
official_station_id,2,STA_ES2103A,3,17.794802172226532,-3.5072165373414665
official_station_id,3,STA_ES1442A,3,0.5096974398758728,3.48815591487124
official_pm25_band,1,moderate,692,782.6508921644686,-3.240321036970133
official_station_id,2,STA_ES2136A,2,0.28471683475562454,3.2146171088142843
official_station_id,2,STA_ES1831A,2,13.808766485647789,-3.17780388693569
official_station_id,2,STA_ES1818A,7,2.2777346780449963,3.128951399092275
official_station_id,3,STA_ES1532A,5,1.3591931730023274,3.1228925715088205
official_station_id,1,STA_ES1378A,7,20.632273079906906,-3.001198623495227
official_station_id,3,STA_ES1747A,4,1.0193948797517456,2.9521146449126268
official_station_id,2,STA_ES1673A,7,2.4200930954228084,2.9440190366589194
official_station_id,2,STA_ES1621A,0,8.541505042668735,-2.9225853353954845
official_pm25_band,1,low,1081,990.3491078355314,2.8805666303305366
official_station_id,3,STA_ES0120A,2,0.33979829325058186,2.848067378235191
official_station_id,3,STA_ES0010R,5,1.5290923196276183,2.8068952717293607
official_station_id,3,STA_ES1662A,0,7.815360744763383,-2.7955966706167366
