image_id,sensor_id,cluster_label,cluster_primary_category,cluster_confidence,temp_top_category,temp_top_percentage,temp_second_category,temp_second_percentage,cluster_assigned_percentage_in_temp,cluster_assigned_score_in_temp,agreement
67aa525d3ac225e471110253,67aa525d3ac225e471110253,1,fibrous_synthetic_materials,moderate,fibrous_synthetic_materials,59.715934749370646,mechanical_non_combustion_particulate,20.686794567689677,59.715934749370646,1.799247618845089,True
67b313963ac225e47111026d,67b313963ac225e47111026d,1,fibrous_synthetic_materials,moderate,mixed_unknown,30.230273886813357,industrial,23.27930520832999,14.313069437174427,2.5366985084552107,False
67b315a73ac225e47111026f,67b315a73ac225e47111026f,1,fibrous_synthetic_materials,moderate,fibrous_synthetic_materials,36.37578078871564,combustion_related,23.11359084620057,36.37578078871564,0.8690122524672226,True
67b3791a3ac225e47111027d,67b3791a3ac225e47111027d,1,fibrous_synthetic_materials,moderate,industrial,33.713174632510814,mechanical_non_combustion_particulate,20.146669530311804,12.672969565748364,1.9349857933944183,False
67b59d923ac225e471110290,67b59d923ac225e471110290,1,fibrous_synthetic_materials,moderate,combustion_related,25.78797907335771,industrial,17.804176016626815,14.56149983727469,-0.604204088468771,False
67b59ee63ac225e471110293,67b59ee63ac225e471110293,1,fibrous_synthetic_materials,moderate,biological,28.295534461441726,mixed_unknown,25.240442905908036,15.737214351806669,0.4072714868403423,False
67b5d7783ac225e471110299,67b5d7783ac225e471110299,1,fibrous_synthetic_materials,moderate,fibrous_synthetic_materials,34.38346993456308,biological,16.8577291285703,34.38346993456308,0.9414715809862146,True
67b5f1e23ac225e47111029c,67b5f1e23ac225e47111029c,1,fibrous_synthetic_materials,moderate,mixed_unknown,33.268949416056834,biological,26.90748744283822,6.084865741174732,-0.31936260876942935,False
67b5f2833ac225e47111029f,67b5f2833ac225e47111029f,1,fibrous_synthetic_materials,moderate,biological,23.188763086783965,industrial,21.682435446012395,12.847551670436841,0.7500935703612713,False
67b5f2f13ac225e4711102a2,67b5f2f13ac225e4711102a2,1,fibrous_synthetic_materials,moderate,fibrous_synthetic_materials,38.438129522802136,biological,16.866661403150747,38.438129522802136,1.4714810623456338,True
67b5f3ba3ac225e4711102a5,67b5f3ba3ac225e4711102a5,1,fibrous_synthetic_materials,moderate,fibrous_synthetic_materials,21.750381285671345,mechanical_non_combustion_particulate,18.380739838252104,21.750381285671345,0.35807621061483264,True
67b5f4b93ac225e4711102a8,67b5f4b93ac225e4711102a8,1,fibrous_synthetic_materials,moderate,mixed_unknown,40.16055736308502,biological,23.606303271463972,5.465410485778173,-1.0996476328579947,False
67b5f5313ac225e4711102ab,67b5f5313ac225e4711102ab,1,fibrous_synthetic_materials,moderate,biological,30.38820118820377,mixed_unknown,26.8200201146631,3.4734267739383133,-1.3439117261648323,False
67b5f6443ac225e4711102ae,67b5f6443ac225e4711102ae,1,fibrous_synthetic_materials,moderate,mixed_unknown,54.86356761876726,biological,19.26953574124035,3.305259917478351,-2.0292767786907646,False
67b5f6ae3ac225e4711102b1,67b5f6ae3ac225e4711102b1,1,fibrous_synthetic_materials,moderate,mixed_unknown,35.97728024094919,combustion_related,26.76665015896951,4.810477247498807,-1.6362452293609586,False
67b5f74b3ac225e4711102b4,67b5f74b3ac225e4711102b4,1,fibrous_synthetic_materials,moderate,mixed_unknown,46.34183122779072,biological,24.23717670501941,4.726638103769052,-1.376212608416011,False
67b5f7b73ac225e4711102b7,67b5f7b73ac225e4711102b7,1,fibrous_synthetic_materials,moderate,mixed_unknown,57.22699641389729,biological,19.649824123035046,5.186312205660725,-0.9392516842637844,False
67b5f84a3ac225e4711102ba,67b5f84a3ac225e4711102ba,1,fibrous_synthetic_materials,moderate,mixed_unknown,30.80725049647101,biological,28.851866471556793,15.328841824121263,1.3304551606068697,False
67b5f8f83ac225e4711102bd,67b5f8f83ac225e4711102bd,1,fibrous_synthetic_materials,moderate,mixed_unknown,51.466802616872286,biological,24.944505192717717,2.9136648385646797,-1.7551701337212844,False
67b5f94e3ac225e4711102c0,67b5f94e3ac225e4711102c0,1,fibrous_synthetic_materials,moderate,mixed_unknown,34.50877598897636,biological,27.104467535259264,11.011584278688339,1.145165390024308,False
67b5fadd3ac225e4711102c3,67b5fadd3ac225e4711102c3,1,fibrous_synthetic_materials,moderate,mixed_unknown,36.0831789647646,biological,18.47294771671472,13.977162591130414,-1.0734857025560012,False
67b748053ac225e4711102cb,67b748053ac225e4711102cb,1,fibrous_synthetic_materials,moderate,fibrous_synthetic_materials,21.14522734032642,combustion_related,18.666038490567967,21.14522734032642,-0.6069876102238783,True
67b85eef3ac225e4711102cf,67b85eef3ac225e4711102cf,1,fibrous_synthetic_materials,moderate,biological,25.966923913026996,mixed_unknown,22.741320026944457,13.19332494950037,0.2724259508958706,False
67b878733ac225e4711102d2,67b878733ac225e4711102d2,1,fibrous_synthetic_materials,moderate,fibrous_synthetic_materials,44.75751690916031,mixed_unknown,19.106884107872432,44.75751690916031,3.4400999529619254,True
