feature,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46
aspect_ratio_iqr,0.19281792633151404,-0.25293673997444166,0.354447049076037,-0.038037769426005404,-0.04379889187667112,0.07214380925285156,-0.03743803593734272,-0.018457182580304855,-0.13215299883006926,-0.01961160879198677,0.060177248211493915,-0.04845834031473283,0.05244890076655125,0.0018561299538282954,-0.017480483542532024,0.003940767316056891,-0.0009990418961480538,0.07639323680228159,-0.0113501868955731,0.029760936996703014,0.05077021831534454,-0.01682760481396023,0.02919086129722154,0.05857516057350171,0.024593921450147105,0.0033759771690351427,0.01066473026168426,-0.002937023001633574,-0.012413118349083159,-0.0070030112423945445,0.0008430239580942282,0.06318861854467435,-0.1513270638545608,0.033584591868354025,0.012430406613383843,0.004763001712395571,-0.08799745433096012,-0.02776709380113838,-0.01981203960414124,-0.07497078769926468,0.09570373115402919,-0.07057426947757961,0.038648686503983794,0.00016578514172707726,0.00012211758710639208,-8.062518878068047e-25
aspect_ratio_p90,-0.1912402940776327,-0.06503055338829102,0.2158542409965969,-0.03907194091768235,0.02545597734812026,0.06405175727778645,-0.02734279667072719,0.016003173189589173,-0.10890617266085105,0.032172878627088716,0.11603660863312706,0.08046033319443044,0.02388863625947422,-0.03355944607223712,-0.06807924680793406,0.035908482062434716,-0.03586031745850707,0.15433617052183085,-0.023506589324625085,0.008552448440913725,0.07044066515297999,0.008276319321275405,0.012331842515543692,0.059653142130030444,0.007752329771457225,0.04010970769216377,-0.0807112092778919,0.12704091925390026,-0.18974719395775322,0.2987898428590788,0.0073125285806592485,-0.03481806175393422,0.05649222254071969,-0.005702363227045201,0.00440051830233303,0.09165762655639148,-0.07399635529684301,-0.011952503178316152,-0.008772547149167623,0.01573181083134018,-0.02068579585730483,0.016528648107111025,0.007879622624288185,5.7911654606755e-05,0.00029419718779179937,5.65302999538405e-25
feret_iqr,-0.4797542648827039,0.38725794533262586,0.4121621706960454,-0.0005545929863850194,0.025006082932225972,0.13003971227939265,0.006896151544286739,-0.00550033341277187,-0.14432906732502568,0.011776494105614018,0.04441742752714271,-0.015504869284087319,0.06900441271690522,0.11076215468582354,-0.04919872220827907,-0.05535864188985103,-0.003906059718134691,0.18112662165500115,0.016432114659069803,0.0935034621741901,0.10446622888407521,-0.018341232531107556,0.020130760091548537,0.05038056902220318,0.019825147973371333,0.008777255323638199,0.08468573249735968,-0.16101970563526127,-0.03282039250778405,-0.0227311514365167,0.039885998226765806,0.10899466333809356,-0.1345065464871868,0.03729692876809038,-9.397394220404017e-05,0.029854628668081484,-0.05043971024202881,-0.012600407703150561,0.05200332582756472,0.019519165683030935,-0.03549317633822653,0.018941492238227053,-0.06404916240016836,0.00029739556631528676,8.085528917938885e-05,6.745086667578531e-26
feret_p90,-0.6224887772640801,0.3683996635007039,0.25331483305031505,-0.002629603094981813,0.013235896354060948,0.07420750198104459,0.00952379274116196,0.009562911655662806,-0.10171427601809668,0.018691344289894964,0.01693260868894103,0.013875986101057823,0.05663651429641116,0.0786920156551527,-0.04378097682933011,-0.043665360236191136,-0.028058199563217333,0.16305889492032077,0.036237585450945124,0.10293002530261149,0.030759060368093203,-0.007964885632525547,0.012985058750036714,0.0473512553066893,0.025272639603288773,0.023998983830648846,0.08173531032677203,-0.09995062825079715,-0.0800837748408792,0.06637723191595475,0.06975927422996776,-0.031178317045119273,0.07821530608890409,-0.021400625104777245,-0.0018815501768137,-0.005507975310511753,0.1665534812842422,0.039372385775513385,-0.05381570642612858,0.0021421509911963236,0.036021205642684,-0.07925126418070924,-0.004808964037577951,-0.00012716823908117032,-6.966852563293518e-05,-5.50856097321254e-25
eccentricity_iqr,0.685354993749329,-0.6110091757611069,1.4400025177522424,-0.08575465837698569,-0.26866165963868727,0.05072070939479895,-0.056831802669620984,-0.12501363345839278,-0.10190166180835068,-0.07189648702812218,-0.03916173635091423,-0.28301238104067866,0.09676107837779356,0.011502428235486854,0.0423024686310372,-0.013499967360061203,0.08971499603280758,-0.07372764603837836,-0.17182677190784165,0.0650855079266512,0.05424243477979806,0.06594970607891441,0.033026960783817415,-0.18028149027708493,-0.06323295248321685,0.011714779581583512,-0.017438740398273825,0.002470857645944181,0.0261201453809377,-0.00040029492395681024,-0.012314737886787311,-0.015907060666887095,0.046893827670451,-0.0031996216657355484,-0.016797048648451166,0.0035034774275090113,0.027880879577806716,0.006501284791993166,-0.005160772744756183,0.009261350258019298,-0.011239163212719767,0.012443763839927876,-0.0039739165945045654,-9.633124127726456e-05,-7.50080802425457e-05,1.2908541936532561e-25
eccentricity_p90,0.2080252819704493,-0.3792041786980264,0.3579013844974724,-0.08824338672190404,-0.06976577794657264,0.012794677902684976,0.04466019918378137,-0.023957789063861576,0.10558408934295317,0.0429100546783589,0.35028477700886157,0.39876947049324785,-0.09327157896790425,-0.2784934936399829,-0.23330494828837872,0.08601165146105878,-0.22114137198782968,0.18076121563848344,0.14926259804319852,-0.2510563256080605,-0.043296259195805445,0.04135823422136195,-0.04257713097531778,-0.15411757561753392,-0.10862007019275409,-0.03889450067746148,0.06434982523687428,-0.08873601991529874,-0.005709817762982544,-0.013902734333010947,-0.060232477997329406,0.008002517305173809,-0.009802952310906115,0.008455541046310843,-0.031164553006981562,-0.021468713118821342,0.00718646262281707,0.004066792990137736,-0.013215143144066436,0.003598615083808432,-0.0017283570307835628,-0.0001896213915204796,-0.00046449726166683357,0.00010071222309347308,-6.760629141292172e-05,-1.1936814880479046e-25
circularity_median,-0.22005330341613155,0.286840587241412,0.03209799071009891,0.023995655431156667,0.011255704606902452,-0.025993486053634596,0.028648342557205067,-0.006888888390548628,0.08863953451639031,0.022945987510243494,-0.01122530735859323,0.031470750286601595,-0.03144540925616609,0.03295391904615601,0.0070331026834589685,-0.0255985453564459,0.009637653488988878,-0.04947297230728075,0.02282871386463658,-0.026291651234860137,-0.02235496478879285,0.035121666538104536,-0.0021293716151577326,-0.12362933244816536,-0.05591022910567079,0.0008981761624860555,-0.01224428146806254,-0.024600934246767923,-0.014839292574394753,0.007727205267738962,-0.014896104250650381,-0.02447325482888376,0.1074263558927444,-0.029149404832878152,0.004733130349528432,0.055902909355331286,-0.010184533724709097,-0.012062441975862126,0.18889075098216457,-0.02113972689752556,0.036540864959906126,-0.056395718456728534,0.0011187207535285292,0.00018856643352703516,0.0010447239898197219,-7.614500538222084e-25
circularity_iqr,-0.053872520864243656,0.1044045041287444,0.5038566192213327,-0.017499133870647582,-0.05670026720544055,0.0409921388291841,0.05774461967920179,0.021552142681969397,0.09216886892118839,0.008119510736466908,0.011873248691684385,0.23545347616490794,-0.09060222664081971,-0.04995970709399397,-0.03889383204247682,0.06121088898323968,-0.009348783915368019,0.0028805880579667554,-0.18097691664145954,-0.008162369600763632,0.08282319576538381,-0.06608163456658803,0.0017843718259483606,0.23214541091513552,0.09764890659926886,0.01847227975721776,0.014992071107076963,-0.0785163157418783,0.0463127930169524,-0.11813827461487648,-0.023603035266411988,-0.05495848224234163,0.16731430123934746,-0.0936647073412002,0.10029743910921281,-0.018818794236804198,-0.09174543676355179,-0.007522365466972946,-0.0231755675116949,-0.005430707057977333,0.00836798779826897,-0.004577868903603693,-0.010944817815615179,-0.00015447080249123655,0.00012528696140119748,-2.581034390762311e-25
circularity_p90,-0.06846998710475874,0.19288960728567647,0.6688048772349929,-0.04995473986005824,-0.10490178596986466,0.07726788932238073,-0.03894218356751036,-0.11632326869922095,-0.11369303409648934,0.03599559224759717,0.025170692348392042,-0.15147095822754322,0.056981868426665305,0.14042504444218706,0.049573921558973076,-0.14314329525865382,-0.023699135610741894,-0.07925084041708011,0.5009708033186151,-0.14936662241083848,-0.19226758087762102,-0.107312390462733,-0.10409103309969249,0.18387434370644595,0.047806094149380356,-0.04015028376161412,-0.023888031256019453,0.0808540998823308,0.02535196492137422,0.0006491937825999672,-0.08386092218795012,-0.020076648589215425,0.007645548637096989,-0.012446748902128935,0.00441836404973977,-0.014193437346911881,-0.0019812223097971145,0.0037867805709190495,0.010866087953303573,0.007812983121917126,-0.0086281858091506,-0.003542470305743894,-0.0017347146092815714,2.3139813661683213e-05,-1.3340109565932447e-06,8.789495256865451e-27
mean_intensity_median,0.2746717303717276,-0.005156175261211081,-0.033268820325830464,0.045183757739325016,0.021550160903428858,0.01968654511778861,0.017981695646868433,-0.02170609504527398,-0.025409972583521307,0.030130366657284732,-0.00023414155740338858,0.06048761028267936,-0.06656477338123426,-0.0017046990412897007,0.0034476696373303252,-0.01823450419290025,-0.011364104146278411,-0.05483921569804865,0.028871656119688702,-0.016177900951304763,0.003977785394988962,0.014357763458420646,0.01496916470651863,0.042907797709642495,0.039077245015508674,-0.025506548002276374,0.015028617802536951,-0.008326812267488605,0.07767895229764522,-0.11868005940730647,-0.015155108102675176,0.03068761026338054,0.03146623597411541,0.036044480723034164,-0.08249656914406216,0.2638186612138563,0.011724061909613033,0.024790074794327502,-0.04116628334061415,0.010039268264859007,0.0007858978911451062,-0.010508404698129411,0.003203443323250733,0.00043019570882230773,-0.0002742304868497155,-3.1198165285047304e-25
mean_intensity_iqr,-0.1044455712746277,0.36762919757550394,0.14784986971344954,0.02930943343617409,-0.14206731131977807,-0.3775094918927095,-0.0151391729709895,0.17120804408934265,0.5190509366234826,-0.08983218242297733,-0.32771598558217824,-0.210908372964246,0.4081788774076168,-0.08253707721191272,-0.10802693388599323,0.21545639712718156,-0.17270148346445888,0.26204967866798545,-0.03899640012817177,-0.03471834201566354,-0.023891112796786677,-0.06397241281245139,-0.09840145179837011,0.04474330182840305,-0.06469360283066408,-0.06279751051778183,-0.102590598503872,0.013817132263218887,-0.008453529545104877,-0.0400408477225261,-0.0136386312453363,0.015015230832561486,0.0005334967279285952,0.00952724141693538,-0.016601267850491777,0.021018182937947855,-0.0011719878009804744,0.0013105336140165514,-0.0041568241282207204,-0.0018933445566972058,0.002581725957007384,-0.0037425203511631594,-0.0014535217641201074,1.215998180964118e-05,-7.753282589351958e-05,-8.79686837670252e-26
mean_intensity_p90,0.5598985650014263,0.09067586686018858,0.06858271635686003,0.14656846239330837,-0.10167212688389367,-0.23755786643427676,0.06645184741105005,0.05912973353187479,0.32561199894940696,0.1618030628956234,-0.20012757336759116,0.06999939974578999,-0.06393083881532884,0.26438737838291965,0.09534471754260701,-0.10362480151112931,-0.014303344498670992,0.07044196108963667,0.1913584395205827,-0.21251489105547244,0.3512630293860901,0.08336358496357207,0.28235598545128127,-0.005390282129784278,0.0424639889215884,0.04406400066556779,0.050947437926924626,0.03520514919958973,-0.01428742972001827,0.008795342387373464,0.0005403801319416639,-0.02872453927125486,-0.004118552619221409,-0.0011897198638326336,-0.02575476216126274,-0.02137032232855896,0.0016341890110592495,-0.0057328025738016195,-0.005059782671978186,0.0003235986320993624,0.0030641324914338413,0.001061346274030765,-0.0010232300752906123,-2.8864278082809123e-05,-7.916049151377913e-05,7.20193625747498e-26
roi_s_mean,-0.012374917218935196,-0.10128138120157044,-0.07102766410741733,0.5217656652365342,-0.13783674082445432,0.06346888991130686,0.4312021931782966,-0.4037470497739007,-0.031400543737455225,-0.05929086000955581,-0.05078647491651017,0.06257995290100486,0.13603516911777128,0.03889758587224891,-0.0526499788896327,0.009955555070155702,-0.08170917129218691,-0.025736334819948584,0.035782273941724944,0.01799645560784239,0.003768619943389855,-0.010802046156016222,-0.09372841627591469,-0.02422353660943438,-0.007927323154571593,0.3144323104705599,-0.03376366558387033,0.005274951092613803,-0.07629778920558124,-0.07903419975150494,0.005281915102133253,-0.05742220401818081,0.0003913552708743074,0.07023844292605544,-0.013241184648034513,-0.010841051811377499,-0.029265926437402428,0.0811857738341368,0.0013743151742085789,-0.010968015812796687,-0.00313950930645219,0.0005315069389370757,-0.0001129336828872489,-0.00819192095878482,0.00730655456900208,4.319949543917575e-24
