cluster_label,count,pc1_mean,pc2_mean,pc1_std,pc2_std,mean_distance_to_pca_centroid,p90_distance_to_pca_centroid
1,1335,0.46110534766036054,0.9062933115521936,1.029145226145676,0.6473374972619612,1.0323594543955088,1.8920701431848446
2,550,2.3992294166249057,-2.0870351946804955,0.9581909780608154,2.144315558941602,1.7237263129632268,5.2923049714872334
3,317,-0.8105923409042259,1.3947580570902476,1.6015656306777715,1.0175005960719326,1.573691591347654,3.150374489422023
4,363,-4.623124094224938,-1.388899498472506,1.839700402725602,1.3674275041397406,1.9705304141297029,3.1791440208340225
