name,longitude,latitude
EL RÍO,-16.523687,28.145093
LA GRAMA-BREÑA ALTA,-17.775553,28.667712
SAN ANTONIO-BREÑA BAJA,-17.771554,28.645396
CALETILLA,-16.361928,28.376713
IGUESTE,-16.371986,28.380537
BARRANCO HONDO,-16.3581,28.393408
DEPÓSITO LA GUANCHA-CANDELARIA,-16.36833,28.38016
UNIDAD MOVIL FUENCALIENTE,-17.843,28.494
MÉDANO,-16.536049,28.047332
SAN ISIDRO,-16.559855,28.080007
GRANADILLA,-16.577577,28.112486
UNIDAD MOVIL LOS LLANOS,-17.91056,28.65667
UNIDAD MOVIL EL PASO,-17.88056,28.65278
UNIDAD MOVIL PUNTAGORDA,-17.98,28.766
BALSA DE ZAMORA-LOS REALEJOS,-16.57067,28.383096
LAS BALSAS-S.ANDRÉS Y SAUCES,-17.78255,28.8051
RESIDENCIA ESCOLAR-SS GOMERA,-17.12051,28.09905
LAS GALANAS -SS GOMERA,-17.1181,28.09012
EL CALVARIO-SS GOMERA,-17.11573,28.09148
CENTRO DE VISITANTES,-17.1126,28.0892
EL PILAR-STA CRUZ DE LA PALMA,-17.764587,28.685983
TOME CANO,-16.2623,28.4616
CASA CUNA,-16.277692,28.451022
VUELTA LOS PÁJAROS-STA CRUZ DE TF,-16.27662,28.461788
DEPÓSITO TRISTÁN-STA CRUZ DE TF,-16.278776,28.45816
PISCINA MUNICIPAL-STA CRUZ DE TF,-16.26333,28.457954
TENA ARTIGAS-STA CRUZ DE TENERIFE,-16.27675,28.455375
GARCÍA ESCÁMEZ-STA CRUZ DE TF,-16.271836,28.45666
PARQUE LA GRANJA-STA CRUZ DE TF,-16.26488,28.46301
TIO PINO-STA CRUZ DE TENERIFE,-16.270206,28.459314
PARQUE BOMBEROS-STA CRUZ DE TF,-16.26094,28.45836
LOS DRAGOS-STA CRUZ DE TF,-16.26729,28.45987
CHAMBERÍ-STA CRUZ DE TF,-16.27381,28.45027
PALMETUM,-16.25853,28.47544
BOMBEROS-PORTATIL 3,-16.2609,28.4583
AGENCIA TRIBUTARIA-PORTATIL 2,-16.2484,28.4631
ECHEDO-VALVERDE,-17.921671,27.831766
ESTACIÓN DEL MEDITERRANEO,-3.84194,43.40444
PARQUE DE CROSS,-3.84111,43.42083
CASTRO URDIALES,-3.22056,43.3825
LOS CORRALES DE BUELNA,-4.06278,43.26444
REINOSA,-4.13556,43.01194
TETUÁN,-3.79028,43.46778
SANTANDER CENTRO,-3.80861,43.46056
LOS TOJOS,-4.25306,43.15333
ZAPATÓN,-4.06417,43.34639
BARREDA,-4.04278,43.3675
ESCUELA DE MINAS,-4.06361,43.35583
CANTALEJO,-3.9221,41.2559
COCA,-4.52028,41.21472
SEGOVIA 2,-4.11055555,40.95555555
ALCALÁ DE GUADAIRA,-5.83372,37.34246
LA LIEBRE 2,-5.86911,37.35944
DOS HERMANAS,-5.91384,37.28449
COBRE LAS CRUCES,-6.03616,37.55502
ALJARAFE,-6.04246,37.34075
SIERRA NORTE,-5.66687,37.99435
TORNEO,-6.0031,37.39452
LA RANILLA,-5.95962,37.38425
SANTA CLARA,-5.95165,37.39831
PRINCIPES,-6.00558,37.37525
SAN JERÓNIMO,-5.98039,37.42986
BERMEJALES,-5.97963,37.34719
CENTRO,-5.99149,37.38808
ALMAZAN,-2.5266,41.48311
MURIEL DE LA FUENTE,-2.85694444,41.72361111
ÓLVEGA,-1.9847,41.778
SORIA,-2.4667,41.7667
ALCANAR (DEPURADORA),0.5468,40.5778
ALCANAR (LLAR DE JUBILATS),0.529982528,40.552819474
ALCANAR (EB04 - MONTECARLO),0.55352,40.57987
ALCOVER (MESTRAL),1.179916582,41.278381095
L'AMETLLA DE MAR (ESCOLA NÀUTICA),0.799176536,40.880656635
L'AMETLLA DE MAR (DEIXALLERIA),0.809795431,40.902692904
AMPOSTA (SANT DOMÈNEC - ITÀLIA),0.5817,40.7067
L'ARBOÇ (CEIP SANT JULIÀ),1.595,41.2681
LA SÉNIA (REPETIDOR),0.288445976,40.643004752
CONSTANTÍ (GAUDÍ),1.217717688,41.154923544
GANDESA (CREU ROJA),0.439711691,41.058203798
ELS GUIAMETS (CAMP DE FUTBOL),0.755100288,41.100692784
PERAFORT (PUIGDELFÍ),1.236702825,41.193587241
REUS (EL TALLAPEDRA),1.120171923,41.150778895
TARRAGONA (SANT SALVADOR),1.239703719,41.159450058
TARRAGONA (BONAVISTA),1.191975478,41.115880526
TARRAGONA (UNIVERSITAT LABORAL),1.200765062,41.103677887
TARRAGONA (DARP),1.246696221,41.122896353
TARRAGONA (PARC DE LA CIUTAT),1.241649688,41.117387934
TARRAGONA (SALUT),1.254472,41.120064
TORTOSA (CAP EL TEMPLE),0.5211,40.8058
VANDELLÒS I L'HOSPITALET DE L'INFANT (ELS DEDALTS),0.831084709,41.00821168
VANDELLÒS I L'HOSPITALET DE L'INFANT (VIVER),0.912875859,41.009505689
VANDELLÒS I L'HOSPITALET DE L'INFANT (BARRANC DEL TERME),0.831336974,40.939553197
VILA-SECA (RENFE),1.1518,41.1121
VILA-SECA (IES VILA-SECA),1.14955,41.10243
ESTANCA,-0.17806,41.05306
PUIGMORENO,-0.25389,41.10583
ALCAÑIZ CAPUCHINOS,-0.13889,41.05417
MONAGREGA,-0.29083,40.94667
MONAGREGAGRAV,-0.29083,40.94667
CASTELNOU,-0.36472,41.22528
LA CEROLLERA,-0.0575,40.8419
TERUEL,-1.10667,40.33639
ESTACIÓN DE LA SAGRA (ILLESCAS),-3.8328,40.1192
SAN PABLO DE LOS MONTES,-4.350417,39.546333
TALAVERA DE LA REINA,-4.8457,39.9586
TALAVERA DE LA REINA - PÍO XII,-4.8257,39.9638
TOLEDO2,-4.0208,39.8681
LOS YÉBENES,-3.8652,39.5769
ALBALAT DELS TARONGERS,-0.33666666,39.70527777
ALZIRA,-0.45777777,39.15
ALGAR DE PALÀNCIA,-0.35916666,39.78222222
BENIGANIM,-0.44138888,38.93472222
BUÑOL CEMEX,-0.78388888,39.42722222
BURJASSOT - FACULTATS,-0.41777777,39.50944444
CAUDETE DE LAS FUENTES,-1.28138888,39.55861111
CORTES DE PALLÁS,-0.93444444,39.26083333
QUART DE POBLET,-0.44722222,39.48111111
GANDÍA,-0.19,38.96666666
ONTINYENT,-0.69722222,38.78805555
PATERNA-CEAM,-0.46083333,39.55138888
SAGUNT PORT,-0.23472222,39.66722222
SAGUNT-NORD,-0.27888888,39.68472222
SAGUNT CEA,-0.26583333,39.63416666
TORREBAJA,-1.25388888,40.09944444
TORRENT-EL VEDAT,-0.4825,39.42528
VALÈNCIA-PISTA DE SILLA,-0.37583333,39.45611111
VALÈNCIA-VIVERS,-0.36833333,39.47805555
VALÈNCIA-POLITÈCNIC,-0.3364,39.4803
VALÈNCIA - AVD. FRANCIA,-0.34277777,39.4575
VALÈNCIA - MOLÍ DEL SOL,-0.4083,39.4811
VALÈNCIA - BULEVARD SUD,-0.39638888,39.45027777
VALENCIA-ALBUFERA,-0.31861,39.31556
VALÈNCIA-CENTRE,-0.37647,39.44833
VALÈNCIA OLIVERETA,-0.40605,39.46922
VILAMARXANT,-0.62555555,39.56472222
VILLAR DEL ARZOBISPO,-0.83194444,39.70805555
ZARRA,-1.100833,39.08278
ISCAR,-4.5321,41.36134
MEDINA DEL CAMPO,-4.90916666,41.31638888
OLMEDO,-4.68465,41.28389
RENAULT 1,-4.7325,41.6
MOTORES,-4.72888888,41.60416666
CARROCERÍAS,-4.74083333,41.61277777
ENERGYWORKS-VA 1,-4.715,41.66638888
ENERGYWORKS-VA 2,-4.74111111,41.68333333
ARCO DE LADRILLO II,-4.7303,41.6456
VEGA SICILIA,-4.7467,41.6206
PUENTE REGUERAL,-4.7339,41.6561
LA RUBIA II,-4.74055555,41.63
VALLADOLID SUR,-4.7722,41.6142
ABANTO,-3.07414,43.32052
LAS CARRERAS,-3.0974,43.31962
ZELAIETA,-2.73453,43.21901
ARRIGORRIAGA,-2.88618,43.20964
BARAKALDO,-2.9871,43.2984
CASTREJANA,-2.97344,43.25811
BASAURI,-2.8837,43.2411
PARQUE EUROPA,-2.9023,43.2549
DIRECCIÓN DE SALUD,-2.94565,43.25883
MAZARREDO,-2.9352,43.2675
ARRAIZ,-2.96048,43.24558
DURANGO,-2.63794,43.16832
GETXO,-3.01333333,43.35416666
ALGORTA,-3.0228,43.3621
LEMONA,-2.77861111,43.21111111
URKIOLA,-2.65088,43.10049
MUNDAKA,-2.70318,43.40592
MUSKIZ,-3.11272,43.32074
SAN JULIAN,-3.11298,43.33275
NAUTICA,-3.02222222,43.32277777
SERANTES,-3.06297,43.33446
SANTURCE,-3.04256,43.33306
SESTAO,-2.99596,43.30776
ZALLA,-3.1344,43.21291
ERANDIO,-2.97724,43.30268
ESCUELAS PÚBLICAS,-2.97361111,43.30833333
SANGRONIZ,-2.93038,43.29846
ZIERBANA,-3.08099,43.35307
PEÑAUSENDE,-5.897417,41.23889
ZAMORA 2,-5.74638888,41.50972222
ALAGÓN,-1.1433,41.7628
BUJARALOZ,-0.1519,41.5056
CALATAYUD,-1.65257,41.35457
CASPE,-0.03139,41.22889
ESCATRÓN,-0.326888,41.286926
NUCLEAR,-0.21888888,41.27972222
SÁSTAGO,-0.36333333,41.32111111
EL PICARRAL,-0.87111,41.67028
ROGER DE FLOR,-0.9161,41.6514
JAIME FERRÁN,-0.86417,41.67417
RENOVALES,-0.89361,41.63528
LAS FUENTES,-0.86194,41.64222
CENTRO,-0.88389,41.64833
AVENIDA SORIA,-0.9068,41.65917
ACTUR,-0.8869,41.6752
PIGNATELLI,-0.890645,41.6541
PUERTO ESPAÑA,-5.3147,35.893
SSOO,-2.94083,35.27306
ETAP,-2.9569,35.3097
